gene_id	HVG_rank	gene_name
ENSG00000116786	2955	PLEKHM2
ENSG00000116809	4615	ZBTB17
ENSG00000116819	10317	TFAP2E
ENSG00000116824	12268	CD2
ENSG00000116830	5779	TTF2
ENSG00000116871	1975	MAP7D1
ENSG00000116962	3191	NID1
ENSG00000116977	8447	LGALS8
ENSG00000116984	2058	MTR
ENSG00000116985	11393	BMP8B
ENSG00000116990	5771	MYCL
ENSG00000116991	1651	SIPA1L2
ENSG00000116996	12778	ZP4
ENSG00000117000	3741	RLF
ENSG00000117010	6985	ZNF684
ENSG00000117020	5464	AKT3
ENSG00000117036	5274	ETV3
ENSG00000117091	9347	CD48
ENSG00000117114	3674	ADGRL2
ENSG00000117115	128	PADI2
ENSG00000117139	7614	KDM5B
ENSG00000117151	3668	CTBS
ENSG00000117154	4740	IGSF21
ENSG00000117174	1713	ZNHIT6
ENSG00000117228	10257	GBP1
ENSG00000117242	8608	PINK1-AS
ENSG00000117266	148	CDK18
ENSG00000117280	5823	RAB29
ENSG00000117298	2591	ECE1
ENSG00000117305	6840	HMGCL
ENSG00000117318	798	ID3
ENSG00000117322	13252	CR2
ENSG00000117335	2051	CD46
ENSG00000117360	3884	PRPF3
ENSG00000117362	2359	APH1A
ENSG00000117385	7073	P3H1
ENSG00000117394	224	SLC2A1
ENSG00000117399	9630	CDC20
ENSG00000117408	562	IPO13
ENSG00000117411	3409	B4GALT2
ENSG00000117448	5099	AKR1A1
ENSG00000117461	2556	PIK3R3
ENSG00000117472	5992	TSPAN1
ENSG00000117475	9089	BLZF1
ENSG00000117480	3119	FAAH
ENSG00000117481	3413	NSUN4
ENSG00000117500	2766	TMED5
ENSG00000117519	682	CNN3
ENSG00000117523	250	PRRC2C
ENSG00000117525	1206	F3
ENSG00000117528	3847	ABCD3
ENSG00000117560	12222	FASLG
ENSG00000117592	4353	PRDX6
ENSG00000117594	2247	HSD11B1
ENSG00000117597	6966	UTP25
ENSG00000117614	955	SYF2
ENSG00000117616	973	RSRP1
ENSG00000117620	2909	SLC35A3
ENSG00000117625	4228	RCOR3
ENSG00000117632	242	STMN1
ENSG00000117676	4055	RPS6KA1
ENSG00000117691	485	NENF
ENSG00000117697	1708	NSL1
ENSG00000117707	2039	PROX1
ENSG00000117713	2648	ARID1A
ENSG00000117724	8248	CENPF
ENSG00000117751	2509	PPP1R8
ENSG00000117834	12786	SLC5A9
ENSG00000117859	1796	OSBPL9
ENSG00000117877	5121	CD3EAP
ENSG00000117899	5216	MESD
ENSG00000118004	8125	COLEC11
ENSG00000118007	4979	STAG1
ENSG00000118058	857	KMT2A
ENSG00000118181	404	RPS25
ENSG00000118197	8051	DDX59
ENSG00000118200	2742	CAMSAP2
ENSG00000118217	6994	ATF6
ENSG00000118257	4002	NRP2
ENSG00000118260	3214	CREB1
ENSG00000118263	3355	KLF7
ENSG00000118271	68	TTR
ENSG00000118292	3503	C1orf54
ENSG00000118298	1398	CA14
ENSG00000118322	2368	ATP10B
ENSG00000118363	4513	SPCS2
ENSG00000118412	2244	CASP8AP2
ENSG00000118418	1697	HMGN3
ENSG00000118420	7582	UBE3D
ENSG00000118454	3924	ANKRD13C
ENSG00000118473	11340	SGIP1
ENSG00000118482	1085	PHF3
ENSG00000118491	12699	ZC2HC1B
ENSG00000118495	6340	PLAGL1
ENSG00000118496	2427	FBXO30
ENSG00000118507	2136	AKAP7
ENSG00000118508	4828	RAB32
ENSG00000118514	10077	ALDH8A1
ENSG00000118515	1244	SGK1
ENSG00000118518	2022	RNF146
ENSG00000118523	1409	CCN2
ENSG00000118579	1871	MED28
ENSG00000118596	4044	SLC16A7
ENSG00000118600	5719	RXYLT1
ENSG00000118620	4426	ZNF430
ENSG00000118640	7383	VAMP8
ENSG00000118689	1479	FOXO3
ENSG00000118729	12448	CASQ2
ENSG00000118762	3162	PKD2
ENSG00000118777	463	ABCG2
ENSG00000118785	11	SPP1
ENSG00000118816	582	CCNI
ENSG00000118900	4089	UBN1
ENSG00000118922	3368	KLF12
ENSG00000118946	686	PCDH17
ENSG00000118960	7548	HS1BP3
ENSG00000118965	5256	WDR35
ENSG00000118971	1051	CCND2
ENSG00000118972	8327	FGF23
ENSG00000118985	1533	ELL2
ENSG00000119004	5455	CYP20A1
ENSG00000119042	4558	SATB2
ENSG00000119121	3487	TRPM6
ENSG00000119138	1612	KLF9
ENSG00000119139	779	TJP2
ENSG00000119185	7128	ITGB1BP1
ENSG00000119231	2630	SENP5
ENSG00000119242	1812	CCDC92
ENSG00000119280	352	C1orf198
ENSG00000119285	5103	HEATR1
ENSG00000119326	5571	CTNNAL1
ENSG00000119328	9357	ABITRAM
ENSG00000119335	497	SET
ENSG00000119392	7840	GLE1
ENSG00000119397	4403	CNTRL
ENSG00000119403	4453	PHF19
ENSG00000119408	3660	NEK6
ENSG00000119414	5208	PPP6C
ENSG00000119431	6615	HDHD3
ENSG00000119457	12418	SLC46A2
ENSG00000119471	2756	HSDL2
ENSG00000119509	9170	INVS
ENSG00000119514	6607	GALNT12
ENSG00000119522	5277	DENND1A
ENSG00000119537	810	KDSR
ENSG00000119547	5214	ONECUT2
ENSG00000119559	6075	C19orf25
ENSG00000119596	1903	YLPM1
ENSG00000119614	13012	VSX2
ENSG00000119616	2675	FCF1
ENSG00000119630	4009	PGF
ENSG00000119636	6174	BBOF1
ENSG00000119638	4545	NEK9
ENSG00000119655	5482	NPC2
ENSG00000119661	4808	DNAL1
ENSG00000119673	10420	ACOT2
ENSG00000119681	11607	LTBP2
ENSG00000119682	10512	AREL1
ENSG00000119684	3977	MLH3
ENSG00000119685	3867	TTLL5
ENSG00000119686	6685	FLVCR2
ENSG00000119688	3349	ABCD4
ENSG00000119699	1614	TGFB3
ENSG00000119707	253	RBM25
ENSG00000119711	498	ALDH6A1
ENSG00000119715	10776	ESRRB
ENSG00000119718	7882	EIF2B2
ENSG00000119720	2293	NRDE2
ENSG00000119772	3358	DNMT3A
ENSG00000119778	3305	ATAD2B
ENSG00000119812	7498	FAM98A
ENSG00000119820	474	YIPF4
ENSG00000119844	8858	AFTPH
ENSG00000119862	4414	LGALSL
ENSG00000119866	6455	BCL11A
ENSG00000119878	1368	CRIPT
ENSG00000119900	891	OGFRL1
ENSG00000119906	1472	SLF2
ENSG00000119912	5891	IDE
ENSG00000119913	13646	TECTB
ENSG00000119917	1415	IFIT3
ENSG00000119922	1039	IFIT2
ENSG00000119927	1724	GPAM
ENSG00000119929	6274	CUTC
ENSG00000119938	1289	PPP1R3C
ENSG00000119950	794	MXI1
ENSG00000119953	2778	SMNDC1
ENSG00000119986	3937	AVPI1
ENSG00000120049	5004	KCNIP2
ENSG00000120063	1781	GNA13
ENSG00000120071	1407	KANSL1
ENSG00000120075	11411	HOXB5
ENSG00000120093	6935	HOXB3
ENSG00000120129	233	DUSP1
ENSG00000120137	4192	PANK3
ENSG00000120156	2295	TEK
ENSG00000120158	12998	RCL1
ENSG00000120162	695	MOB3B
ENSG00000120251	4078	GRIA2
ENSG00000120253	6895	NUP43
ENSG00000120278	2399	PLEKHG1
ENSG00000120279	3443	MYCT1
ENSG00000120280	9561	CXorf21
ENSG00000120289	13609	MAGEB4
ENSG00000120314	4272	WDR55
ENSG00000120318	7014	ARAP3
ENSG00000120324	8538	PCDHB10
ENSG00000120327	7700	PCDHB14
ENSG00000120328	9813	PCDHB12
ENSG00000120329	13930	SLC25A2
ENSG00000120332	11714	TNN
ENSG00000120333	4170	MRPS14
ENSG00000120334	8218	CENPL
ENSG00000120341	10618	SEC16B
ENSG00000120370	12539	GORAB
ENSG00000120451	1929	SNX19
ENSG00000120457	6448	KCNJ5
ENSG00000120458	8659	MSANTD2
ENSG00000120549	6026	KIAA1217
ENSG00000120594	3338	PLXDC2
ENSG00000120616	3887	EPC1
ENSG00000120645	7366	IQSEC3
ENSG00000120647	5056	CCDC77
ENSG00000120658	8146	ENOX1
ENSG00000120659	13616	TNFSF11
ENSG00000120664	14077	SPART-AS1
ENSG00000120669	13640	SOHLH2
ENSG00000120675	745	DNAJC15
ENSG00000120685	12533	PROSER1
ENSG00000120686	1778	UFM1
ENSG00000120688	3926	WBP4
ENSG00000120690	2627	ELF1
ENSG00000120693	3635	SMAD9
ENSG00000120697	6011	ALG5
ENSG00000120699	3590	EXOSC8
ENSG00000120705	5118	ETF1
ENSG00000120729	4748	MYOT
ENSG00000120733	2711	KDM3B
ENSG00000120738	1144	EGR1
ENSG00000120742	1912	SERP1
ENSG00000120784	7899	ZFP30
ENSG00000120798	4627	NR2C1
ENSG00000120800	5745	UTP20
ENSG00000120833	7308	SOCS2
ENSG00000120837	1160	NFYB
ENSG00000120860	12936	WASHC3
ENSG00000120868	6410	APAF1
ENSG00000120885	46	CLU
ENSG00000120889	7538	TNFRSF10B
ENSG00000120896	1521	SORBS3
ENSG00000120903	5204	CHRNA2
ENSG00000120907	8160	ADRA1A
ENSG00000120913	3995	PDLIM2
ENSG00000120925	4444	RNF170
ENSG00000120942	3266	UBIAD1
ENSG00000120948	3294	TARDBP
ENSG00000120963	3212	ZNF706
ENSG00000120992	5262	LYPLA1
ENSG00000121057	2342	AKAP1
ENSG00000121058	11378	COIL
ENSG00000121067	4385	SPOP
ENSG00000121068	3163	TBX2
ENSG00000121152	8630	NCAPH
ENSG00000121207	6175	LRAT
ENSG00000121210	6293	TMEM131L
ENSG00000121211	7709	MND1
ENSG00000121270	8451	ABCC11
ENSG00000121274	11228	TENT4B
ENSG00000121289	9429	CEP89
ENSG00000121297	6307	TSHZ3
ENSG00000121310	3481	ECHDC2
ENSG00000121350	9785	PYROXD1
ENSG00000121351	10932	IAPP
ENSG00000121361	3806	KCNJ8
ENSG00000121380	10547	BCL2L14
ENSG00000121406	7245	ZNF549
ENSG00000121410	2411	A1BG
ENSG00000121417	4364	ZNF211
ENSG00000121446	9084	RGSL1
ENSG00000121577	10734	POPDC2
ENSG00000121621	9585	KIF18A
ENSG00000121644	3584	DESI2
ENSG00000121653	959	MAPK8IP1
ENSG00000121690	4918	DEPDC7
ENSG00000121691	3570	CAT
ENSG00000121716	3327	PILRB
ENSG00000121741	8064	ZMYM2
ENSG00000121742	1175	GJB6
ENSG00000121807	11276	CCR2
ENSG00000121851	2459	POLR3GL
ENSG00000121853	13382	GHSR
ENSG00000121858	1712	TNFSF10
ENSG00000121864	2616	ZNF639
ENSG00000121879	8303	PIK3CA
ENSG00000121892	2035	PDS5A
ENSG00000121895	10119	TMEM156
ENSG00000121898	1784	CPXM2
ENSG00000121900	4823	TMEM54
ENSG00000121903	12291	ZSCAN20
ENSG00000121904	8172	CSMD2
ENSG00000121905	4048	HPCA
ENSG00000121931	5662	LRIF1
ENSG00000121933	3909	TMIGD3
ENSG00000121940	5751	CLCC1
ENSG00000121957	645	GPSM2
ENSG00000121964	1495	GTDC1
ENSG00000121966	3849	CXCR4
ENSG00000122008	2237	POLK
ENSG00000122025	9888	FLT3
ENSG00000122033	7404	MTIF3
ENSG00000122035	8945	RASL11A
ENSG00000122042	2112	UBL3
ENSG00000122085	3155	MTERF4
ENSG00000122122	11110	SASH3
ENSG00000122188	9135	LAX1
ENSG00000122194	11437	PLG
ENSG00000122257	1046	RBBP6
ENSG00000122299	5606	ZC3H7A
ENSG00000122359	6470	ANXA11
ENSG00000122367	337	LDB3
ENSG00000122375	11985	OPN4
ENSG00000122386	5535	ZNF205
ENSG00000122390	6806	NAA60
ENSG00000122406	2774	RPL5
ENSG00000122432	6446	SPATA1
ENSG00000122435	2387	TRMT13
ENSG00000122477	6843	LRRC39
ENSG00000122481	6272	RWDD3
ENSG00000122482	1202	ZNF644
ENSG00000122483	9297	CCDC18
ENSG00000122484	2199	RPAP2
ENSG00000122507	6301	BBS9
ENSG00000122515	3457	ZMIZ2
ENSG00000122543	10090	OCM
ENSG00000122545	685	SEPTIN7
ENSG00000122547	2391	EEPD1
ENSG00000122557	3028	HERPUD2
ENSG00000122565	2807	CBX3
ENSG00000122584	2718	NXPH1
ENSG00000122585	2963	NPY
ENSG00000122591	1875	FAM126A
ENSG00000122641	3722	INHBA
ENSG00000122674	3005	CCZ1
ENSG00000122678	5515	POLM
ENSG00000122679	5467	RAMP3
ENSG00000122687	2799	MRM2
ENSG00000122691	7921	TWIST1
ENSG00000122694	1785	GLIPR2
ENSG00000122696	6699	SLC25A51
ENSG00000122707	6106	RECK
ENSG00000122756	8475	CNTFR
ENSG00000122778	8322	KIAA1549
ENSG00000122779	2554	TRIM24
ENSG00000122783	4329	CYREN
ENSG00000122786	608	CALD1
ENSG00000122859	13716	NEUROG3
ENSG00000122861	9739	PLAU
ENSG00000122862	442	SRGN
ENSG00000122863	2670	CHST3
ENSG00000122884	5659	P4HA1
ENSG00000122912	6578	SLC25A16
ENSG00000122965	7004	RBM19
ENSG00000122971	1822	ACADS
ENSG00000122986	6807	HVCN1
ENSG00000123066	1593	MED13L
ENSG00000123080	6824	CDKN2C
ENSG00000123094	1288	RASSF8
ENSG00000123095	717	BHLHE41
ENSG00000123096	970	SSPN
ENSG00000123104	1299	ITPR2
ENSG00000123106	2972	CCDC91
ENSG00000123119	240	NECAB1
ENSG00000123131	6907	PRDX4
ENSG00000123136	9183	DDX39A
ENSG00000123144	1794	TRIR
ENSG00000123146	3622	ADGRE5
ENSG00000123159	928	GIPC1
ENSG00000123171	13912	CCDC70
ENSG00000123191	9511	ATP7B
ENSG00000123200	181	ZC3H13
ENSG00000123213	3211	NLN
ENSG00000123219	10140	CENPK
ENSG00000123243	1310	ITIH5
ENSG00000123268	8521	ATF1
ENSG00000123349	1372	PFDN5
ENSG00000123358	504	NR4A1
ENSG00000123374	8714	CDK2
ENSG00000123384	2236	LRP1
ENSG00000123405	9212	NFE2
ENSG00000123415	7424	SMUG1
ENSG00000123416	200	TUBA1B
ENSG00000123427	7641	EEF1AKMT3
ENSG00000123453	11851	SARDH
ENSG00000123454	47	DBH
ENSG00000123485	12237	HJURP
ENSG00000123500	11407	COL10A1
ENSG00000123505	3993	AMD1
ENSG00000123552	3655	USP45
ENSG00000123560	1	PLP1
ENSG00000123575	4699	FAM199X
ENSG00000123595	2322	RAB9A
ENSG00000123600	2146	METTL8
ENSG00000123607	6648	TTC21B
ENSG00000123609	12512	NMI
ENSG00000123610	5974	TNFAIP6
ENSG00000123612	5205	ACVR1C
ENSG00000123636	335	BAZ2B
ENSG00000123684	2610	LPGAT1
ENSG00000123689	7736	G0S2
ENSG00000123700	1927	KCNJ2
ENSG00000123728	3121	RAP2C
ENSG00000123737	6452	EXOSC9
ENSG00000123739	1499	PLA2G12A
ENSG00000123836	2777	PFKFB2
ENSG00000123908	2968	AGO2
ENSG00000123933	4774	MXD4
ENSG00000123992	5191	DNPEP
ENSG00000123999	10285	INHA
ENSG00000124019	10808	FAM124B
ENSG00000124067	3332	SLC12A4
ENSG00000124098	2072	FAM210B
ENSG00000124102	12984	PI3
ENSG00000124107	11170	SLPI
ENSG00000124116	6481	WFDC3
ENSG00000124126	416	PREX1
ENSG00000124134	6110	KCNS1
ENSG00000124140	3225	SLC12A5
ENSG00000124145	415	SDC4
ENSG00000124151	4839	NCOA3
ENSG00000124155	3433	PIGT
ENSG00000124159	11662	MATN4
ENSG00000124160	4848	NCOA5
ENSG00000124177	940	CHD6
ENSG00000124193	2273	SRSF6
ENSG00000124201	3506	ZNFX1
ENSG00000124203	12094	ZNF831
ENSG00000124205	12356	EDN3
ENSG00000124212	6618	PTGIS
ENSG00000124216	8321	SNAI1
ENSG00000124217	10100	MOCS3
ENSG00000124222	993	STX16
ENSG00000124225	1133	PMEPA1
ENSG00000124226	3713	RNF114
ENSG00000124228	3116	DDX27
ENSG00000124251	2091	TP53TG5
ENSG00000124253	6369	PCK1
ENSG00000124257	9917	NEURL2
ENSG00000124275	3438	MTRR
ENSG00000124279	8457	FASTKD3
ENSG00000124299	1925	PEPD
ENSG00000124313	12954	IQSEC2
ENSG00000124333	4923	VAMP7
ENSG00000124356	1077	STAMBP
ENSG00000124374	185	PAIP2B
ENSG00000124380	3010	SNRNP27
ENSG00000124383	3390	MPHOSPH10
ENSG00000124391	12808	IL17C
ENSG00000124406	1488	ATP8A1
ENSG00000124440	1963	HIF3A
ENSG00000124459	6068	ZNF45
ENSG00000124466	11576	LYPD3
ENSG00000124469	13666	CEACAM8
ENSG00000124479	9546	NDP
ENSG00000124491	2958	F13A1
ENSG00000124496	5817	TRERF1
ENSG00000124508	10956	BTN2A2
ENSG00000124557	12571	BTN1A1
ENSG00000124562	5394	SNRPC
ENSG00000124570	1356	SERPINB6
ENSG00000124596	7164	OARD1
ENSG00000124602	7930	UNC5CL
ENSG00000124608	3857	AARS2
ENSG00000124610	13824	HIST1H1A
ENSG00000124613	6082	ZNF391
ENSG00000124614	1751	RPS10
ENSG00000124615	5980	MOCS1
ENSG00000124635	8430	HIST1H2BJ
ENSG00000124664	11520	SPDEF
ENSG00000124713	10463	GNMT
ENSG00000124743	8311	KLHL31
ENSG00000124762	4888	CDKN1A
ENSG00000124766	2600	SOX4
ENSG00000124772	3000	CPNE5
ENSG00000124780	9594	KCNK17
ENSG00000124782	8352	RREB1
ENSG00000124784	4715	RIOK1
ENSG00000124785	1498	NRN1
ENSG00000124786	6015	SLC35B3
ENSG00000124788	1715	ATXN1
ENSG00000124795	629	DEK
ENSG00000124813	8384	RUNX2
ENSG00000124875	8963	CXCL6
ENSG00000124882	10849	EREG
ENSG00000124920	164	MYRF
ENSG00000124939	12001	SCGB2A1
ENSG00000124942	446	AHNAK
ENSG00000125089	7571	SH3TC1
ENSG00000125107	7861	CNOT1
ENSG00000125122	7236	LRRC29
ENSG00000125124	3174	BBS2
ENSG00000125144	545	MT1G
ENSG00000125148	22	MT2A
ENSG00000125149	3754	C16orf70
ENSG00000125247	1203	TMTC4
ENSG00000125249	746	RAP2A
ENSG00000125266	3300	EFNB2
ENSG00000125285	11291	SOX21
ENSG00000125337	7088	KIF25
ENSG00000125347	4097	IRF1
ENSG00000125351	3070	UPF3B
ENSG00000125375	2403	DMAC2L
ENSG00000125378	9069	BMP4
ENSG00000125386	6584	FAM193A
ENSG00000125398	2143	SOX9
ENSG00000125434	8304	SLC25A35
ENSG00000125447	8145	GGA3
ENSG00000125450	4805	NUP85
ENSG00000125457	3923	MIF4GD
ENSG00000125459	7826	MSTO1
ENSG00000125462	370	C1orf61
ENSG00000125482	4988	TTF1
ENSG00000125492	6930	BARHL1
ENSG00000125503	7390	PPP1R12C
ENSG00000125534	260	PPDPF
ENSG00000125551	11508	PLGLB2
ENSG00000125611	12316	CHCHD5
ENSG00000125618	13193	PAX8
ENSG00000125630	5398	POLR1B
ENSG00000125648	1532	SLC25A23
ENSG00000125656	4290	CLPP
ENSG00000125675	1999	GRIA3
ENSG00000125676	653	THOC2
ENSG00000125686	3818	MED1
ENSG00000125703	1584	ATG4C
ENSG00000125726	13450	CD70
ENSG00000125730	840	C3
ENSG00000125733	5650	TRIP10
ENSG00000125734	5480	GPR108
ENSG00000125735	11033	TNFSF14
ENSG00000125740	3040	FOSB
ENSG00000125741	4895	OPA3
ENSG00000125746	1955	EML2
ENSG00000125755	2152	SYMPK
ENSG00000125772	1723	GPCPD1
ENSG00000125787	11079	GNRH2
ENSG00000125804	11049	FAM182A
ENSG00000125810	5824	CD93
ENSG00000125817	441	CENPB
ENSG00000125820	1736	NKX2-2
ENSG00000125823	13184	CSTL1
ENSG00000125826	2957	RBCK1
ENSG00000125834	8492	STK35
ENSG00000125835	5284	SNRPB
ENSG00000125843	5266	AP5S1
ENSG00000125844	595	RRBP1
ENSG00000125845	12056	BMP2
ENSG00000125846	7513	ZNF133
ENSG00000125850	10650	OVOL2
ENSG00000125851	6422	PCSK2
ENSG00000125869	2166	LAMP5
ENSG00000125870	3160	SNRPB2
ENSG00000125871	6778	MGME1
ENSG00000125872	13469	LRRN4
ENSG00000125877	7770	ITPA
ENSG00000125878	7335	TCF15
ENSG00000125879	8573	OTOR
ENSG00000125885	6219	MCM8
ENSG00000125888	13526	BANF2
ENSG00000125898	9865	FAM110A
ENSG00000125910	7984	S1PR4
ENSG00000125912	7467	NCLN
ENSG00000125952	3791	MAX
ENSG00000125962	13075	ARMCX5
ENSG00000125968	520	ID1
ENSG00000125970	1972	RALY
ENSG00000125977	1022	EIF2S2
ENSG00000125995	4850	ROMO1
ENSG00000126001	3447	CEP250
ENSG00000126003	5447	PLAGL2
ENSG00000126010	13081	GRPR
ENSG00000126012	2390	KDM5C
ENSG00000126016	2029	AMOT
ENSG00000126070	2305	AGO3
ENSG00000126107	7042	HECTD3
ENSG00000126215	8998	XRCC3
ENSG00000126216	4728	TUBGCP3
ENSG00000126217	1391	MCF2L
ENSG00000126226	2552	PCID2
ENSG00000126246	7497	IGFLR1
ENSG00000126254	4104	RBM42
ENSG00000126259	13154	KIRREL2
ENSG00000126264	8938	HCST
ENSG00000126266	9879	FFAR1
ENSG00000126368	3280	NR1D1
ENSG00000126391	2933	FRMD8
ENSG00000126456	4464	IRF3
ENSG00000126458	2378	RRAS
ENSG00000126464	2254	PRR12
ENSG00000126550	13641	HTN1
ENSG00000126561	7401	STAT5A
ENSG00000126562	9518	WNK4
ENSG00000126581	4670	BECN1
ENSG00000126603	4330	GLIS2
ENSG00000126653	461	NSRP1
ENSG00000126698	4186	DNAJC8
ENSG00000126705	4115	AHDC1
ENSG00000126709	972	IFI6
ENSG00000126746	4317	ZNF384
ENSG00000126749	6684	EMG1
ENSG00000126756	4079	UXT
ENSG00000126767	5100	ELK1
ENSG00000126773	4456	PCNX4
ENSG00000126775	5388	ATG14
ENSG00000126777	235	KTN1
ENSG00000126778	9774	SIX1
ENSG00000126785	3382	RHOJ
ENSG00000126803	109	HSPA2
ENSG00000126804	3453	ZBTB1
ENSG00000126814	5914	TRMT5
ENSG00000126821	9249	SGPP1
ENSG00000126822	1228	PLEKHG3
ENSG00000126860	213	EVI2A
ENSG00000126870	1348	WDR60
ENSG00000126878	121	AIF1L
ENSG00000126882	6747	FAM78A
ENSG00000126883	4791	NUP214
ENSG00000126952	13905	NXF5
ENSG00000127074	9932	RGS13
ENSG00000127080	12629	IPPK
ENSG00000127081	9463	ZNF484
ENSG00000127083	7130	OMD
ENSG00000127124	3254	HIVEP3
ENSG00000127125	7992	PPCS
ENSG00000127152	6811	BCL11B
ENSG00000127191	9804	TRAF2
ENSG00000127241	8282	MASP1
ENSG00000127249	2617	ATP13A4
ENSG00000127311	6366	HELB
ENSG00000127314	3133	RAP1B
ENSG00000127324	1307	TSPAN8
ENSG00000127325	7068	BEST3
ENSG00000127328	790	RAB3IP
ENSG00000127329	1236	PTPRB
ENSG00000127334	6531	DYRK2
ENSG00000127362	10797	TAS2R3
ENSG00000127364	5704	TAS2R4
ENSG00000127366	13294	TAS2R5
ENSG00000127377	12386	CRYGN
ENSG00000127412	10707	TRPV5
ENSG00000127415	8467	IDUA
ENSG00000127418	2713	FGFRL1
ENSG00000127419	7354	TMEM175
ENSG00000127423	12301	AUNIP
ENSG00000127472	4376	PLA2G5
ENSG00000127481	4475	UBR4
ENSG00000127483	1076	HP1BP3
ENSG00000127507	6656	ADGRE2
ENSG00000127526	7733	SLC35E1
ENSG00000127528	435	KLF2
ENSG00000127530	6246	OR7C1
ENSG00000127533	9922	F2RL3
ENSG00000127580	5172	WDR24
ENSG00000127586	8101	CHTF18
ENSG00000127603	407	MACF1
ENSG00000127616	1742	SMARCA4
ENSG00000127663	4080	KDM4B
ENSG00000127720	4780	METTL25
ENSG00000127743	12991	IL17B
ENSG00000127804	3881	METTL16
ENSG00000127903	6451	ZNF835
ENSG00000127914	701	AKAP9
ENSG00000127920	525	GNG11
ENSG00000127946	630	HIP1
ENSG00000127947	2364	PTPN12
ENSG00000127951	11748	FGL2
ENSG00000127952	8381	STYXL1
ENSG00000127954	8157	STEAP4
ENSG00000127955	730	GNAI1
ENSG00000127980	7346	PEX1
ENSG00000127990	2103	SGCE
ENSG00000127993	5007	RBM48
ENSG00000128000	5400	ZNF780B
ENSG00000128016	1211	ZFP36
ENSG00000128039	4371	SRD5A3
ENSG00000128040	9732	SPINK2
ENSG00000128052	1931	KDR
ENSG00000128159	4230	TUBGCP6
ENSG00000128191	3333	DGCR8
ENSG00000128242	796	GAL3ST1
ENSG00000128245	728	YWHAH
ENSG00000128268	3531	MGAT3
ENSG00000128271	4057	ADORA2A
ENSG00000128272	1168	ATF4
ENSG00000128274	5181	A4GALT
ENSG00000128283	530	CDC42EP1
ENSG00000128284	9750	APOL3
ENSG00000128294	5107	TPST2
ENSG00000128309	1635	MPST
ENSG00000128311	1861	TST
ENSG00000128422	9360	KRT17
ENSG00000128487	654	SPECC1
ENSG00000128512	2263	DOCK4
ENSG00000128534	2546	LSM8
ENSG00000128563	8804	PRKRIP1
ENSG00000128564	178	VGF
ENSG00000128567	760	PODXL
ENSG00000128573	2623	FOXP2
ENSG00000128585	2084	MKLN1
ENSG00000128591	1771	FLNC
ENSG00000128595	2453	CALU
ENSG00000128602	7631	SMO
ENSG00000128606	6927	LRRC17
ENSG00000128617	11425	OPN1SW
ENSG00000128641	1874	MYO1B
ENSG00000128645	2365	HOXD1
ENSG00000128652	8595	HOXD3
ENSG00000128655	1775	PDE11A
ENSG00000128683	990	GAD1
ENSG00000128694	7661	OSGEPL1
ENSG00000128709	13978	HOXD9
ENSG00000128710	12887	HOXD10
ENSG00000128714	9190	HOXD13
ENSG00000128731	1134	HERC2
ENSG00000128791	3165	TWSG1
ENSG00000128805	2709	ARHGAP22
ENSG00000128815	12364	WDFY4
ENSG00000128833	5859	MYO5C
ENSG00000128849	1222	CGNL1
ENSG00000128872	2796	TMOD2
ENSG00000128881	2832	TTBK2
ENSG00000128908	2278	INO80
ENSG00000128915	2817	ICE2
ENSG00000128917	5132	DLL4
ENSG00000128923	1378	MINDY2
ENSG00000128928	8152	IVD
ENSG00000128951	2500	DUT
ENSG00000128973	7756	CLN6
ENSG00000128989	2638	ARPP19
ENSG00000129003	1788	VPS13C
ENSG00000129009	3323	ISLR
ENSG00000129048	10050	ACKR4
ENSG00000129071	4126	MBD4
ENSG00000129103	2144	SUMF2
ENSG00000129116	2381	PALLD
ENSG00000129128	3067	SPCS3
ENSG00000129151	2497	BBOX1
ENSG00000129159	3521	KCNC1
ENSG00000129167	11929	TPH1
ENSG00000129170	13823	CSRP3
ENSG00000129195	10007	PIMREG
ENSG00000129219	3749	PLD2
ENSG00000129226	5022	CD68
ENSG00000129244	130	ATP1B2
ENSG00000129250	229	KIF1C
ENSG00000129292	1721	PHF20L1
ENSG00000129295	8836	LRRC6
ENSG00000129317	4924	PUS7L
ENSG00000129351	2071	ILF3
ENSG00000129353	696	SLC44A2
ENSG00000129354	11796	AP1M2
ENSG00000129422	262	MTUS1
ENSG00000129437	11156	KLK14
ENSG00000129460	4631	NGDN
ENSG00000129465	9727	RIPK3
ENSG00000129467	3752	ADCY4
ENSG00000129473	1609	BCL2L2
ENSG00000129474	6968	AJUBA
ENSG00000129480	7830	DTD2
ENSG00000129493	1851	HEATR5A
ENSG00000129515	1381	SNX6
ENSG00000129521	1501	EGLN3
ENSG00000129534	3697	MIS18BP1
ENSG00000129538	79	RNASE1
ENSG00000129595	4547	EPB41L4A
ENSG00000129646	9368	QRICH2
ENSG00000129657	832	SEC14L1
ENSG00000129667	6012	RHBDF2
ENSG00000129673	13742	AANAT
ENSG00000129675	2888	ARHGEF6
ENSG00000129680	5534	MAP7D3
ENSG00000129696	9632	TTI2
ENSG00000129749	10272	CHRNA10
ENSG00000129757	98	CDKN1C
ENSG00000129810	11953	SGO1
ENSG00000129925	4734	TMEM8A
ENSG00000129932	667	DOHH
ENSG00000129933	4310	MAU2
ENSG00000129951	3793	PLPPR3
ENSG00000129968	338	ABHD17A
ENSG00000129991	9045	TNNI3
