gene_id	HVG_rank	gene_name
ENSG00000130005	4664	GAMT
ENSG00000130021	5258	PUDP
ENSG00000130023	5184	ERMARD
ENSG00000130024	1009	PHF10
ENSG00000130038	8964	CRACR2A
ENSG00000130052	10562	STARD8
ENSG00000130066	1105	SAT1
ENSG00000130119	2400	GNL3L
ENSG00000130147	2240	SH3BP4
ENSG00000130150	1267	MOSPD2
ENSG00000130158	4221	DOCK6
ENSG00000130159	5240	ECSIT
ENSG00000130164	5579	LDLR
ENSG00000130165	3769	ELOF1
ENSG00000130167	12776	TSPAN16
ENSG00000130173	9077	ANGPTL8
ENSG00000130175	777	PRKCSH
ENSG00000130176	6317	CNN1
ENSG00000130202	8896	NECTIN2
ENSG00000130203	36	APOE
ENSG00000130222	3248	GADD45G
ENSG00000130224	11599	LRCH2
ENSG00000130227	4860	XPO7
ENSG00000130244	7321	FAM98C
ENSG00000130254	1898	SAFB2
ENSG00000130270	6500	ATP8B3
ENSG00000130283	11780	GDF1
ENSG00000130287	1100	NCAN
ENSG00000130300	7693	PLVAP
ENSG00000130303	1358	BST2
ENSG00000130304	974	SLC27A1
ENSG00000130307	5611	USHBP1
ENSG00000130313	6714	PGLS
ENSG00000130338	536	TULP4
ENSG00000130340	2926	SNX9
ENSG00000130348	5380	QRSL1
ENSG00000130363	4495	RSPH3
ENSG00000130368	8373	MAS1
ENSG00000130382	3289	MLLT1
ENSG00000130396	5501	AFDN
ENSG00000130402	226	ACTN4
ENSG00000130449	1756	ZSWIM6
ENSG00000130475	3889	FCHO1
ENSG00000130508	8407	PXDN
ENSG00000130513	9910	GDF15
ENSG00000130517	1447	PGPEP1
ENSG00000130522	7905	JUND
ENSG00000130528	9400	HRC
ENSG00000130544	5055	ZNF557
ENSG00000130559	6724	CAMSAP1
ENSG00000130560	1915	UBAC1
ENSG00000130561	13035	SAG
ENSG00000130584	8739	ZBTB46
ENSG00000130595	11453	TNNT3
ENSG00000130600	11009	H19
ENSG00000130643	297	CALY
ENSG00000130649	10805	CYP2E1
ENSG00000130656	8900	HBZ
ENSG00000130669	6084	PAK4
ENSG00000130684	5576	ZNF337
ENSG00000130695	4202	CEP85
ENSG00000130699	7254	TAF4
ENSG00000130700	14057	GATA5
ENSG00000130702	4998	LAMA5
ENSG00000130703	5644	OSBPL2
ENSG00000130713	5333	EXOSC2
ENSG00000130717	1798	UCK1
ENSG00000130726	4099	TRIM28
ENSG00000130731	7691	METTL26
ENSG00000130741	7167	EIF2S3
ENSG00000130749	3189	ZC3H4
ENSG00000130751	3743	NPAS1
ENSG00000130755	13339	GMFG
ENSG00000130758	3261	MAP3K10
ENSG00000130762	6004	ARHGEF16
ENSG00000130766	6633	SESN2
ENSG00000130768	9881	SMPDL3B
ENSG00000130775	3365	THEMIS2
ENSG00000130779	1596	CLIP1
ENSG00000130783	9210	CCDC62
ENSG00000130787	862	HIP1R
ENSG00000130803	4705	ZNF317
ENSG00000130810	7728	PPAN
ENSG00000130816	2354	DNMT1
ENSG00000130818	4215	ZNF426
ENSG00000130821	1015	SLC6A8
ENSG00000130826	5036	DKC1
ENSG00000130830	7868	MPP1
ENSG00000130844	9176	ZNF331
ENSG00000130856	2187	ZNF236
ENSG00000130876	4640	SLC7A10
ENSG00000130881	7987	LRP3
ENSG00000130921	3276	C12orf65
ENSG00000130935	6490	NOL11
ENSG00000130939	8770	UBE4B
ENSG00000130943	11405	PKDREJ
ENSG00000130948	9756	HSD17B3
ENSG00000130956	8108	HABP4
ENSG00000130958	2946	SLC35D2
ENSG00000130962	517	PRRG1
ENSG00000130988	8586	RGN
ENSG00000131013	6335	PPIL4
ENSG00000131016	1591	AKAP12
ENSG00000131018	1702	SYNE1
ENSG00000131023	2760	LATS1
ENSG00000131042	8603	LILRB2
ENSG00000131043	4256	AAR2
ENSG00000131044	6484	TTLL9
ENSG00000131051	688	RBM39
ENSG00000131055	4697	COX4I2
ENSG00000131061	10787	ZNF341
ENSG00000131069	10286	ACSS2
ENSG00000131080	10311	EDA2R
ENSG00000131094	1820	C1QL1
ENSG00000131095	71	GFAP
ENSG00000131097	1251	HIGD1B
ENSG00000131115	5661	ZNF227
ENSG00000131116	7576	ZNF428
ENSG00000131142	9093	CCL25
ENSG00000131148	3035	EMC8
ENSG00000131165	3151	CHMP1A
ENSG00000131196	7504	NFATC1
ENSG00000131203	9484	IDO1
ENSG00000131233	7006	GJA9
ENSG00000131242	1217	RAB11FIP4
ENSG00000131269	4883	ABCB7
ENSG00000131323	5165	TRAF3
ENSG00000131351	6704	HAUS8
ENSG00000131370	4709	SH3BP5
ENSG00000131374	1137	TBC1D5
ENSG00000131379	10552	C3orf20
ENSG00000131381	3021	RBSN
ENSG00000131386	484	GALNT15
ENSG00000131389	3111	SLC6A6
ENSG00000131398	5426	KCNC3
ENSG00000131400	9627	NAPSA
ENSG00000131408	1286	NR1H2
ENSG00000131409	2083	LRRC4B
ENSG00000131435	9870	PDLIM4
ENSG00000131446	3255	MGAT1
ENSG00000131459	12137	GFPT2
ENSG00000131470	4354	PSMC3IP
ENSG00000131471	5155	AOC3
ENSG00000131475	4723	VPS25
ENSG00000131477	1701	RAMP2
ENSG00000131480	6327	AOC2
ENSG00000131503	783	ANKHD1
ENSG00000131504	4016	DIAPH1
ENSG00000131558	4378	EXOC4
ENSG00000131584	1518	ACAP3
ENSG00000131591	3838	C1orf159
ENSG00000131620	8524	ANO1
ENSG00000131626	2401	PPFIA1
ENSG00000131634	2898	TMEM204
ENSG00000131653	2666	TRAF7
ENSG00000131669	8130	NINJ1
ENSG00000131697	7050	NPHP4
ENSG00000131724	2547	IL13RA1
ENSG00000131725	2485	WDR44
ENSG00000131730	3172	CKMT2
ENSG00000131738	11439	KRT33B
ENSG00000131747	12003	TOP2A
ENSG00000131748	2315	STARD3
ENSG00000131771	1686	PPP1R1B
ENSG00000131773	2954	KHDRBS3
ENSG00000131778	4936	CHD1L
ENSG00000131781	7415	FMO5
ENSG00000131791	4830	PRKAB2
ENSG00000131844	6222	MCCC2
ENSG00000131845	10198	ZNF304
ENSG00000131849	10232	ZNF132
ENSG00000131871	1667	SELENOS
ENSG00000131873	3055	CHSY1
ENSG00000131899	1879	LLGL1
ENSG00000131914	10370	LIN28A
ENSG00000131931	5907	THAP1
ENSG00000131941	6397	RHPN2
ENSG00000131969	6920	ABHD12B
ENSG00000131981	2157	LGALS3
ENSG00000132002	1512	DNAJB1
ENSG00000132003	5164	ZSWIM4
ENSG00000132004	8079	FBXW9
ENSG00000132016	11240	C19orf57
ENSG00000132031	6033	MATN3
ENSG00000132109	8073	TRIM21
ENSG00000132122	6425	SPATA6
ENSG00000132155	3746	RAF1
ENSG00000132164	322	SLC6A11
ENSG00000132182	7276	NUP210
ENSG00000132185	10226	FCRLA
ENSG00000132196	5137	HSD17B7
ENSG00000132199	2191	ENOSF1
ENSG00000132204	9609	LINC00470
ENSG00000132205	1255	EMILIN2
ENSG00000132275	4088	RRP8
ENSG00000132286	13099	TIMM10B
ENSG00000132297	11691	HHLA1
ENSG00000132300	3217	PTCD3
ENSG00000132321	821	IQCA1
ENSG00000132323	4609	ILKAP
ENSG00000132326	6758	PER2
ENSG00000132329	2301	RAMP1
ENSG00000132330	11587	SCLY
ENSG00000132334	3085	PTPRE
ENSG00000132356	7849	PRKAA1
ENSG00000132357	5902	CARD6
ENSG00000132376	11426	INPP5K
ENSG00000132382	7514	MYBBP1A
ENSG00000132388	1988	UBE2G1
ENSG00000132424	318	PNISR
ENSG00000132429	6515	POPDC3
ENSG00000132436	7748	FIGNL1
ENSG00000132464	11964	ENAM
ENSG00000132466	571	ANKRD17
ENSG00000132467	5075	UTP3
ENSG00000132470	2916	ITGB4
ENSG00000132475	443	H3F3B
ENSG00000132478	3572	UNK
ENSG00000132481	2971	TRIM47
ENSG00000132485	2005	ZRANB2
ENSG00000132514	12362	CLEC10A
ENSG00000132517	11937	SLC52A1
ENSG00000132522	2276	GPS2
ENSG00000132530	2604	XAF1
ENSG00000132535	1634	DLG4
ENSG00000132541	1338	RIDA
ENSG00000132549	3232	VPS13B
ENSG00000132554	8537	RGS22
ENSG00000132561	7920	MATN2
ENSG00000132570	5490	PCBD2
ENSG00000132600	7075	PRMT7
ENSG00000132603	6453	NIP7
ENSG00000132613	709	MTSS2
ENSG00000132622	2904	HSPA12B
ENSG00000132635	4778	PCED1A
ENSG00000132639	64	SNAP25
ENSG00000132640	1753	BTBD3
ENSG00000132646	4974	PCNA
ENSG00000132661	9564	NXT1
ENSG00000132669	2209	RIN2
ENSG00000132677	9494	RHBG
ENSG00000132680	3751	KHDC4
ENSG00000132681	9772	ATP1A4
ENSG00000132688	1350	NES
ENSG00000132692	299	BCAN
ENSG00000132694	4211	ARHGEF11
ENSG00000132702	87	HAPLN2
ENSG00000132704	8648	FCRL2
ENSG00000132716	3703	DCAF8
ENSG00000132744	9562	ACY3
ENSG00000132763	2398	MMACHC
ENSG00000132768	3624	DPH2
ENSG00000132780	924	NASP
ENSG00000132781	6695	MUTYH
ENSG00000132792	3640	CTNNBL1
ENSG00000132819	2923	RBM38
ENSG00000132825	10127	PPP1R3D
ENSG00000132842	2063	AP3B1
ENSG00000132846	2737	ZBED3
ENSG00000132854	2584	KANK4
ENSG00000132872	702	SYT4
ENSG00000132874	10201	SLC14A2
ENSG00000132906	9534	CASP9
ENSG00000132911	13230	NMUR2
ENSG00000132938	6067	MTUS2
ENSG00000132950	5337	ZMYM5
ENSG00000132953	8313	XPO4
ENSG00000132965	6060	ALOX5AP
ENSG00000132970	1324	WASF3
ENSG00000132975	6594	GPR12
ENSG00000133019	7769	CHRM3
ENSG00000133020	10207	MYH8
ENSG00000133030	2496	MPRIP
ENSG00000133048	444	CHI3L1
ENSG00000133055	9703	MYBPH
ENSG00000133056	2286	PIK3C2B
ENSG00000133059	2919	DSTYK
ENSG00000133065	7612	SLC41A1
ENSG00000133067	4398	LGR6
ENSG00000133069	933	TMCC2
ENSG00000133103	8093	COG6
ENSG00000133104	1650	SPART
ENSG00000133106	5575	EPSTI1
ENSG00000133107	7158	TRPC4
ENSG00000133116	9582	KL
ENSG00000133121	4427	STARD13
ENSG00000133131	5874	MORC4
ENSG00000133138	5702	TBC1D8B
ENSG00000133142	874	TCEAL4
ENSG00000133169	2208	BEX1
ENSG00000133216	4930	EPHB2
ENSG00000133226	648	SRRM1
ENSG00000133246	5869	PRAM1
ENSG00000133247	5269	KMT5C
ENSG00000133250	5242	ZNF414
ENSG00000133256	2002	PDE6B
ENSG00000133302	10018	SLF1
ENSG00000133315	5190	MACROD1
ENSG00000133316	9549	WDR74
ENSG00000133321	3407	PLAAT4
ENSG00000133328	8135	PLAAT2
ENSG00000133392	921	MYH11
ENSG00000133401	1115	PDZD2
ENSG00000133422	7481	MORC2
ENSG00000133433	1459	GSTT2B
ENSG00000133454	8617	MYO18B
ENSG00000133477	13936	FAM83F
ENSG00000133488	9390	SEC14L4
ENSG00000133561	4280	GIMAP6
ENSG00000133574	2585	GIMAP4
ENSG00000133636	3547	NTS
ENSG00000133640	9746	LRRIQ1
ENSG00000133657	3844	ATP13A3
ENSG00000133678	5734	TMEM254
ENSG00000133704	7782	IPO8
ENSG00000133706	7080	LARS
ENSG00000133710	13402	SPINK5
ENSG00000133739	1238	LRRCC1
ENSG00000133742	11341	CA1
ENSG00000133773	8167	CCDC59
ENSG00000133789	2461	SWAP70
ENSG00000133800	6299	LYVE1
ENSG00000133805	2689	AMPD3
ENSG00000133812	1835	SBF2
ENSG00000133835	1467	HSD17B4
ENSG00000133858	1004	ZFC3H1
ENSG00000133874	7983	RNF122
ENSG00000133884	4729	DPF2
ENSG00000133943	4283	DGLUCY
ENSG00000133961	6848	NUMB
ENSG00000133997	6625	MED6
ENSG00000134013	7002	LOXL2
ENSG00000134020	1764	PEBP4
ENSG00000134042	1620	MRO
ENSG00000134046	2902	MBD2
ENSG00000134077	4244	THUMPD3
ENSG00000134107	4082	BHLHE40
ENSG00000134109	4995	EDEM1
ENSG00000134146	10298	DPH6
ENSG00000134152	2978	KATNBL1
ENSG00000134160	4853	TRPM1
ENSG00000134183	13120	GNAT2
ENSG00000134184	6057	GSTM1
ENSG00000134186	747	PRPF38B
ENSG00000134207	9802	SYT6
ENSG00000134222	1688	PSRC1
ENSG00000134243	195	SORT1
ENSG00000134245	7590	WNT2B
ENSG00000134247	7247	PTGFRN
ENSG00000134250	2382	NOTCH2
ENSG00000134253	8642	TRIM45
ENSG00000134258	9982	VTCN1
ENSG00000134259	9148	NGF
ENSG00000134278	2716	SPIRE1
ENSG00000134294	4158	SLC38A2
ENSG00000134313	3771	KIDINS220
ENSG00000134317	7990	GRHL1
ENSG00000134318	1179	ROCK2
ENSG00000134321	4991	RSAD2
ENSG00000134323	4812	MYCN
ENSG00000134324	5565	LPIN1
ENSG00000134330	12572	IAH1
ENSG00000134339	13579	SAA2
ENSG00000134343	5516	ANO3
ENSG00000134352	8173	IL6ST
ENSG00000134369	1162	NAV1
ENSG00000134371	2261	CDC73
ENSG00000134419	495	RPS15A
ENSG00000134438	8621	RAX
ENSG00000134443	6931	GRP
ENSG00000134453	1130	RBM17
ENSG00000134461	8193	ANKRD16
ENSG00000134463	11372	ECHDC3
ENSG00000134470	9115	IL15RA
ENSG00000134489	11660	HRH4
ENSG00000134490	8011	TMEM241
ENSG00000134508	1052	CABLES1
ENSG00000134531	2580	EMP1
ENSG00000134532	5854	SOX5
ENSG00000134533	6861	RERG
ENSG00000134539	9193	KLRD1
ENSG00000134545	12927	KLRC1
ENSG00000134548	1304	SPX
ENSG00000134551	8644	PRH2
ENSG00000134569	1129	LRP4
ENSG00000134574	6719	DDB2
ENSG00000134595	7487	SOX3
ENSG00000134597	3177	RBMX2
ENSG00000134602	9038	STK26
ENSG00000134627	9629	PIWIL4
ENSG00000134668	12794	SPOCD1
ENSG00000134686	2449	PHC2
ENSG00000134690	8009	CDCA8
ENSG00000134697	8029	GNL2
ENSG00000134698	6064	AGO4
ENSG00000134716	5919	CYP2J2
ENSG00000134744	3704	TUT4
ENSG00000134748	1729	PRPF38A
ENSG00000134755	8532	DSC2
ENSG00000134757	9783	DSG3
ENSG00000134758	5531	RNF138
ENSG00000134760	12706	DSG1
ENSG00000134769	438	DTNA
ENSG00000134802	7181	SLC43A3
ENSG00000134815	6653	DHX34
ENSG00000134817	1165	APLNR
ENSG00000134824	1287	FADS2
ENSG00000134825	4046	TMEM258
ENSG00000134830	9529	C5AR2
ENSG00000134851	580	TMEM165
ENSG00000134852	4150	CLOCK
ENSG00000134853	638	PDGFRA
ENSG00000134864	6316	GGACT
ENSG00000134871	5057	COL4A2
ENSG00000134873	2151	CLDN10
ENSG00000134874	2561	DZIP1
ENSG00000134882	4817	UBAC2
ENSG00000134884	393	ARGLU1
ENSG00000134899	6230	ERCC5
ENSG00000134900	4803	TPP2
ENSG00000134901	6733	POGLUT2
ENSG00000134909	1884	ARHGAP32
ENSG00000134910	4311	STT3A
ENSG00000134917	5679	ADAMTS8
ENSG00000134954	2855	ETS1
ENSG00000134970	1841	TMED7
ENSG00000134982	1615	APC
ENSG00000134996	3375	OSTF1
ENSG00000135040	3284	NAA35
ENSG00000135046	3589	ANXA1
ENSG00000135048	2317	CEMIP2
ENSG00000135049	4959	AGTPBP1
ENSG00000135063	2833	FAM189A2
ENSG00000135069	715	PSAT1
ENSG00000135074	5772	ADAM19
ENSG00000135077	7212	HAVCR2
ENSG00000135090	1804	TAOK3
ENSG00000135093	5616	USP30
ENSG00000135094	3331	SDS
ENSG00000135097	7569	MSI1
ENSG00000135100	13530	HNF1A
ENSG00000135108	2745	FBXO21
ENSG00000135111	3632	TBX3
ENSG00000135114	7981	OASL
ENSG00000135116	8748	HRK
ENSG00000135124	6166	P2RX4
ENSG00000135144	9569	DTX1
ENSG00000135148	4810	TRAFD1
ENSG00000135164	2682	DMTF1
ENSG00000135245	4680	HILPDA
ENSG00000135272	6295	MDFIC
ENSG00000135312	13670	HTR1B
ENSG00000135315	6100	CEP162
ENSG00000135316	2379	SYNCRIP
ENSG00000135318	6362	NT5E
ENSG00000135333	11683	EPHA7
ENSG00000135334	4753	AKIRIN2
ENSG00000135338	3088	LCA5
ENSG00000135341	2451	MAP3K7
ENSG00000135362	1749	PRR5L
ENSG00000135363	574	LMO2
ENSG00000135365	2810	PHF21A
ENSG00000135373	12088	EHF
ENSG00000135374	12541	ELF5
ENSG00000135406	4291	PRPH
ENSG00000135407	7182	AVIL
ENSG00000135414	2282	GDF11
ENSG00000135424	2421	ITGA7
ENSG00000135426	12084	TESPA1
ENSG00000135437	4445	RDH5
ENSG00000135439	3136	AGAP2
ENSG00000135441	1005	BLOC1S1
ENSG00000135446	5965	CDK4
ENSG00000135447	3132	PPP1R1A
ENSG00000135451	9931	TROAP
ENSG00000135452	7063	TSPAN31
ENSG00000135457	7047	TFCP2
ENSG00000135473	6178	PAN2
ENSG00000135476	11975	ESPL1
ENSG00000135482	10259	ZC3H10
ENSG00000135486	988	HNRNPA1
ENSG00000135502	10633	SLC26A10
ENSG00000135519	13127	KCNH3
ENSG00000135521	3501	LTV1
ENSG00000135525	285	MAP7
ENSG00000135537	7378	AFG1L
ENSG00000135540	5536	NHSL1
ENSG00000135541	12569	AHI1
ENSG00000135547	3878	HEY2
ENSG00000135596	4994	MICAL1
ENSG00000135617	3731	PRADC1
ENSG00000135637	5077	CCDC142
ENSG00000135643	2748	KCNMB4
ENSG00000135678	969	CPM
ENSG00000135679	1401	MDM2
ENSG00000135686	2906	KLHL36
ENSG00000135697	10886	BCO1
ENSG00000135698	6306	MPHOSPH6
ENSG00000135702	6632	CHST5
ENSG00000135720	203	DYNC1LI2
ENSG00000135723	5180	FHOD1
ENSG00000135736	12721	CCDC102A
ENSG00000135744	111	AGT
ENSG00000135749	3879	PCNX2
ENSG00000135750	1578	KCNK1
ENSG00000135763	4841	URB2
ENSG00000135766	1259	EGLN1
ENSG00000135773	10520	CAPN9
ENSG00000135775	11625	COG2
ENSG00000135776	6671	ABCB10
ENSG00000135778	5044	NTPCR
ENSG00000135801	5323	TAF5L
ENSG00000135821	163	GLUL
ENSG00000135823	5083	STX6
ENSG00000135828	9512	RNASEL
ENSG00000135835	6091	KIAA1614
ENSG00000135837	624	CEP350
ENSG00000135842	13231	NIBAN1
ENSG00000135845	8225	PIGC
ENSG00000135862	3190	LAMC1
ENSG00000135899	4577	SP110
ENSG00000135902	12441	CHRND
ENSG00000135903	8957	PAX3
ENSG00000135905	649	DOCK10
ENSG00000135912	2696	TTLL4
ENSG00000135913	4764	USP37
ENSG00000135914	8522	HTR2B
ENSG00000135916	1332	ITM2C
ENSG00000135917	6365	SLC19A3
ENSG00000135919	833	SERPINE2
ENSG00000135924	835	DNAJB2
ENSG00000135925	7507	WNT10A
ENSG00000135926	501	TMBIM1
ENSG00000135929	1393	CYP27A1
ENSG00000135945	3032	REV1
ENSG00000135951	4777	TSGA10
ENSG00000135953	12053	MFSD9
ENSG00000135966	4836	TGFBRAP1
ENSG00000135968	1118	GCC2
ENSG00000135972	4869	MRPS9
ENSG00000135974	2876	C2orf49
ENSG00000135976	1449	ANKRD36
ENSG00000135999	3567	EPC2
ENSG00000136010	8424	ALDH1L2
ENSG00000136014	9024	USP44
ENSG00000136044	3448	APPL2
ENSG00000136051	1920	WASHC4
ENSG00000136059	7502	VILL
ENSG00000136068	1280	FLNB
ENSG00000136098	3544	NEK3
ENSG00000136100	4574	VPS36
ENSG00000136104	7307	RNASEH2B
ENSG00000136111	3053	TBC1D4
ENSG00000136114	5038	THSD1
ENSG00000136122	7617	BORA
ENSG00000136141	6472	LRCH1
ENSG00000136144	2905	RCBTB1
ENSG00000136146	7508	MED4
ENSG00000136152	4349	COG3
ENSG00000136158	1990	SPRY2
ENSG00000136160	238	EDNRB
ENSG00000136161	2560	RCBTB2
ENSG00000136167	5884	LCP1
ENSG00000136169	1992	SETDB2
ENSG00000136205	855	TNS3
ENSG00000136213	2565	CHST12
ENSG00000136231	10951	IGF2BP3
ENSG00000136235	7074	GPNMB
ENSG00000136237	142	RAPGEF5
ENSG00000136270	8127	TBRG4
ENSG00000136274	2987	NACAD
ENSG00000136295	5528	TTYH3
ENSG00000136297	4265	MMD2
ENSG00000136327	4978	NKX2-8
ENSG00000136367	4220	ZFHX2
ENSG00000136379	3699	ABHD17C
ENSG00000136381	3149	IREB2
ENSG00000136436	2181	CALCOCO2
ENSG00000136444	4523	RSAD1
ENSG00000136448	9243	NMT1
ENSG00000136450	2114	SRSF1
ENSG00000136451	2062	VEZF1
ENSG00000136457	4721	CHAD
ENSG00000136478	3893	TEX2
ENSG00000136485	3465	DCAF7
ENSG00000136487	12404	GH2
ENSG00000136488	13309	CSH1
ENSG00000136492	10039	BRIP1
ENSG00000136514	5730	RTP4
ENSG00000136518	3742	ACTL6A
ENSG00000136527	2324	TRA2B
ENSG00000136535	13320	TBR1
ENSG00000136536	3401	MARCH7
ENSG00000136541	30	ERMN
ENSG00000136573	11195	BLK
ENSG00000136603	1876	SKIL
ENSG00000136628	3971	EPRS
ENSG00000136630	9012	HLX
ENSG00000136636	1497	KCTD3
ENSG00000136643	7204	RPS6KC1
ENSG00000136688	12419	IL36G
ENSG00000136699	3795	SMPD4
ENSG00000136709	2304	WDR33
ENSG00000136717	945	BIN1
ENSG00000136718	4559	IMP4
ENSG00000136720	10888	HS6ST1
ENSG00000136731	2499	UGGT1
ENSG00000136732	6627	GYPC
ENSG00000136750	759	GAD2
ENSG00000136770	2661	DNAJC1
ENSG00000136802	4439	LRRC8A
ENSG00000136811	6624	ODF2
ENSG00000136819	1063	C9orf78
ENSG00000136824	2789	SMC2
ENSG00000136826	1579	KLF4
ENSG00000136830	2167	NIBAN2
ENSG00000136848	5149	DAB2IP
ENSG00000136859	1777	ANGPTL2
ENSG00000136861	1889	CDK5RAP2
ENSG00000136866	6487	ZFP37
ENSG00000136867	421	SLC31A2
ENSG00000136869	1899	TLR4
ENSG00000136870	3402	ZNF189
ENSG00000136872	12805	ALDOB
ENSG00000136874	2641	STX17
ENSG00000136883	13653	KIF12
ENSG00000136897	3724	MRPL50
ENSG00000136929	10467	HEMGN
ENSG00000136932	7810	TRMO
ENSG00000136935	4628	GOLGA1
ENSG00000136936	1364	XPA
ENSG00000136937	8802	NCBP1
ENSG00000136938	145	ANP32B
ENSG00000136940	3546	PDCL
ENSG00000136943	5666	CTSV
ENSG00000136944	8693	LMX1B
ENSG00000136960	74	ENPP2
ENSG00000136982	6559	DSCC1
ENSG00000136999	7638	CCN3
ENSG00000137033	3538	IL33
ENSG00000137054	7269	POLR1E
ENSG00000137070	4502	IL11RA
ENSG00000137073	1565	UBAP2
ENSG00000137074	6675	APTX
ENSG00000137076	995	TLN1
ENSG00000137103	4695	TMEM8B
ENSG00000137106	3587	GRHPR
ENSG00000137133	4331	HINT2
ENSG00000137145	1866	DENND4C
ENSG00000137154	295	RPS6
ENSG00000137161	6112	CNPY3
ENSG00000137177	1536	KIF13A
ENSG00000137200	11610	CMTR1
ENSG00000137203	12353	TFAP2A
ENSG00000137216	5381	TMEM63B
ENSG00000137221	1098	TJAP1
ENSG00000137265	9075	IRF4
ENSG00000137266	1585	SLC22A23
ENSG00000137267	49	TUBB2A
ENSG00000137269	3344	LRRC1
ENSG00000137273	4730	FOXF2
ENSG00000137275	11353	RIPK1
ENSG00000137331	10551	IER3
ENSG00000137337	4479	MDC1
ENSG00000137338	7616	PGBD1
ENSG00000137364	4725	TPMT
ENSG00000137392	10218	CLPS
ENSG00000137393	5540	RNF144B
ENSG00000137413	5360	TAF8
ENSG00000137449	2122	CPEB2
ENSG00000137478	2265	FCHSD2
ENSG00000137491	720	SLCO2B1
ENSG00000137492	5334	THAP12
ENSG00000137494	8681	ANKRD42
ENSG00000137496	7391	IL18BP
ENSG00000137497	1121	NUMA1
ENSG00000137500	2092	CCDC90B
ENSG00000137501	3328	SYTL2
ENSG00000137502	1704	RAB30
ENSG00000137504	2583	CREBZF
ENSG00000137507	1807	LRRC32
ENSG00000137513	10148	NARS2
ENSG00000137522	4569	RNF121
ENSG00000137561	6505	TTPA
ENSG00000137574	5906	TGS1
ENSG00000137601	3618	NEK1
ENSG00000137628	3997	DDX60
ENSG00000137642	1218	SORL1
ENSG00000137648	12202	TMPRSS4
ENSG00000137656	8380	BUD13
ENSG00000137693	4299	YAP1
ENSG00000137709	12896	POU2F3
ENSG00000137710	208	RDX
ENSG00000137731	10768	FXYD2
ENSG00000137757	9779	CASP5
ENSG00000137760	6536	ALKBH8
ENSG00000137766	1940	UNC13C
ENSG00000137767	10784	SQOR
ENSG00000137770	7137	CTDSPL2
ENSG00000137776	734	SLTM
ENSG00000137802	4561	MAPKBP1
ENSG00000137806	8777	NDUFAF1
ENSG00000137807	8224	KIF23
ENSG00000137812	9878	KNL1
ENSG00000137814	8611	HAUS2
ENSG00000137815	776	RTF1
ENSG00000137819	5326	PAQR5
ENSG00000137824	2685	RMDN3
ENSG00000137825	6208	ITPKA
ENSG00000137831	1088	UACA
ENSG00000137834	5246	SMAD6
ENSG00000137841	9528	PLCB2
ENSG00000137843	11078	PAK6
ENSG00000137845	626	ADAM10
ENSG00000137857	8841	DUOX1
ENSG00000137868	10980	STRA6
ENSG00000137869	11149	CYP19A1
ENSG00000137871	2629	ZNF280D
ENSG00000137875	8324	BCL2L10
ENSG00000137877	12964	SPTBN5
ENSG00000137878	11045	GCOM1
ENSG00000137936	4209	BCAR3
ENSG00000137941	540	TTLL7
ENSG00000137955	1627	RABGGTB
ENSG00000137959	1262	IFI44L
ENSG00000137962	3198	ARHGAP29
ENSG00000137965	8730	IFI44
ENSG00000137975	6511	CLCA2
ENSG00000137992	6593	DBT
ENSG00000138029	568	HADHB
ENSG00000138032	1773	PPM1B
ENSG00000138035	5169	PNPT1
ENSG00000138050	4382	THUMPD2
ENSG00000138061	3275	CYP1B1
ENSG00000138071	6285	ACTR2
ENSG00000138073	6642	PREB
ENSG00000138074	4129	SLC5A6
ENSG00000138080	4023	EMILIN1
ENSG00000138100	8444	TRIM54
ENSG00000138101	642	DTNB
ENSG00000138111	5308	MFSD13A
ENSG00000138115	11598	CYP2C8
ENSG00000138119	5064	MYOF
ENSG00000138131	9141	LOXL4
ENSG00000138136	9903	LBX1
ENSG00000138152	4497	BTBD16
ENSG00000138160	8810	KIF11
ENSG00000138161	8593	CUZD1
ENSG00000138172	7805	CALHM2
ENSG00000138182	5157	KIF20B
ENSG00000138185	5212	ENTPD1
ENSG00000138190	5475	EXOC6
ENSG00000138193	3460	PLCE1
ENSG00000138231	7602	DBR1
ENSG00000138246	5239	DNAJC13
ENSG00000138286	5469	FAM149B1
ENSG00000138311	5657	ZNF365
ENSG00000138316	5581	ADAMTS14
ENSG00000138326	374	RPS24
ENSG00000138336	5053	TET1
ENSG00000138346	10228	DNA2
ENSG00000138347	10908	MYPN
ENSG00000138356	8931	AOX1
ENSG00000138363	4360	ATIC
ENSG00000138376	3609	BARD1
ENSG00000138378	10308	STAT4
ENSG00000138380	4896	CARF
ENSG00000138386	3860	NAB1
ENSG00000138398	398	PPIG
ENSG00000138399	9242	FASTKD1
ENSG00000138411	5088	HECW2
ENSG00000138433	1124	CIR1
ENSG00000138434	641	ITPRID2
ENSG00000138443	5885	ABI2
ENSG00000138448	414	ITGAV
ENSG00000138459	1839	SLC35A5
ENSG00000138468	2944	SENP7
ENSG00000138496	3472	PARP9
ENSG00000138592	795	USP8
ENSG00000138593	154	SECISBP2L
ENSG00000138594	3099	TMOD3
ENSG00000138600	2093	SPPL2A
ENSG00000138615	12326	CILP
ENSG00000138617	7761	PARP16
ENSG00000138623	987	SEMA7A
ENSG00000138640	11367	FAM13A
ENSG00000138646	5837	HERC5
ENSG00000138650	8892	PCDH10
