gene_name	louvCluster	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
TCAF1	X4	E4_noAncestry_noRin	4
IGSF8	X4	E4_noAncestry_noRin	4
PPP4R3A	X4	E4_noAncestry_noRin	4
C5orf63	X4	E4_noAncestry_noRin	4
ITM2B	X4	E4_noAncestry_noRin	4
SLC41A1	X4	E4_noAncestry_noRin	3
BTG2	X4	E4_noAncestry_noRin	3
DCTD	X4	E4_noAncestry_noRin	2
HEBP2	X4	E4_noAncestry_noRin	4
SLC15A2	X4	E4_noAncestry_noRin	4
SNX14	X4	E4_noAncestry_noRin	3
DHCR24	X4	E4_noAncestry_noRin	4
MAFG	X4	E4_noAncestry_noRin	4
DNALI1	X4	E4_noAncestry_noRin	3
IRGQ	X4	E4_noAncestry_noRin	4
SLK	X4	E4_noAncestry_noRin	4
SLC40A1	X4	E4_noAncestry_noRin	4
SRA1	X4	E4_noAncestry_noRin	4
DBH	X4	E4_noAncestry_noRin	4
ZMAT3	X4	E4_noAncestry_noRin	3
TMEM176B	X4	E4_noAncestry_noRin	3
AKR7A2	X4	E4_noAncestry_noRin	3
CA2	X4	E4_noAncestry_noRin	4
MRPS36	X4	E4_noAncestry_noRin	4
MRPS14	X4	E4_noAncestry_noRin	4
KCNJ10	X4	E4_noAncestry_noRin	4
PIK3R3	X4	E4_noAncestry_noRin	3
TNS2	X4	E4_noAncestry_noRin	4
SOX8	X4	E4_noAncestry_noRin	4
CDH18	X4	E4_noAncestry_noRin	4
PENK	X4	E4_noAncestry_noRin	4
MYL9	X4	E4_noAncestry_noRin	4
NDUFB3	X4	E4_noAncestry_noRin	4
HMGN2	X4	E4_noAncestry_noRin	3
PPP1R12B	X4	E4_noAncestry_noRin	3
DLK1	X4	E4_noAncestry_noRin	4
DDT	X4	E4_noAncestry_noRin	4
RFPL1S	X4	E4_noAncestry_noRin	4
SYT11	X4	E4_noAncestry_noRin	4
ZBTB7A	X4	E4_noAncestry_noRin	4
DYNC1H1	X4	E4_noAncestry_noRin	4
FAM133A	X4	E4_noAncestry_noRin	4
IRAK1	X4	E4_noAncestry_noRin	3
ZNF148	X4	E4_noAncestry_noRin	3
PDIA3	X4	E4_noAncestry_noRin	4
C1QA	X4	E4_noAncestry_noRin	3
SPAG16	X4	E4_noAncestry_noRin	4
TMEM178A	X4	E4_noAncestry_noRin	4
CPNE5	X4	E4_noAncestry_noRin	4
ARFGEF3	X4	E4_noAncestry_noRin	3
BBOX1	X4	E4_noAncestry_noRin	4
DDX5	X4	E4_noAncestry_noRin	3
FSTL1	X4	E4_noAncestry_noRin	3
NRBP2	X4	E4_noAncestry_noRin	2
SEZ6	X4	E4_noAncestry_noRin	4
SPTB	X4	E4_noAncestry_noRin	4
NT5DC1	X4	E4_noAncestry_noRin	4
SPACA9	X4	E4_noAncestry_noRin	3
IGFBP7	X4	E4_noAncestry_noRin	4
TMEM255A	X4	E4_noAncestry_noRin	4
C6orf62	X4	E4_noAncestry_noRin	4
SBF1	X4	E4_noAncestry_noRin	4
NELL2	X4	E4_noAncestry_noRin	3
LRP6	X4	E4_noAncestry_noRin	3
PEG3	X4	E4_noAncestry_noRin	4
RPL36AL	X4	E4_noAncestry_noRin	4
CHMP7	X4	E4_noAncestry_noRin	3
CDO1	X4	E4_noAncestry_noRin	4
IL17D	X4	E4_noAncestry_noRin	3
TMEM237	X4	E4_noAncestry_noRin	3
COPS4	X4	E4_noAncestry_noRin	3
MFSD2A	X4	E4_noAncestry_noRin	4
C5orf49	X4	E4_noAncestry_noRin	3
EML2	X4	E4_noAncestry_noRin	4
GPD1L	X4	E4_noAncestry_noRin	4
BMPR1B	X4	E4_noAncestry_noRin	4
IARS2	X4	E4_noAncestry_noRin	3
GCAT	X4	E4_noAncestry_noRin	4
OAZ2	X4	E4_noAncestry_noRin	4
BRD4	X4	E4_noAncestry_noRin	3
RBM5	X4	E4_noAncestry_noRin	3
VWF	X4	E4_noAncestry_noRin	4
XPO1	X4	E4_noAncestry_noRin	4
DPCD	X4	E4_noAncestry_noRin	3
PHF14	X4	E4_noAncestry_noRin	4
HMGN3	X4	E4_noAncestry_noRin	3
RNASET2	X4	E4_noAncestry_noRin	3
LAPTM4A	X4	E4_noAncestry_noRin	4
HSPA8	X4	E4_noAncestry_noRin	4
PRPF19	X4	E4_noAncestry_noRin	4
TUB	X4	E4_noAncestry_noRin	2
CMIP	X4	E4_noAncestry_noRin	3
PLPPR2	X4	E4_noAncestry_noRin	4
PHYHIP	X4	E4_noAncestry_noRin	4
ORAI2	X4	E4_noAncestry_noRin	4
BMP2K	X4	E4_noAncestry_noRin	3
MED15	X4	E4_noAncestry_noRin	4
PYGB	X4	E4_noAncestry_noRin	4
FBXW7	X4	E4_noAncestry_noRin	2
NDUFAF8	X4	E4_noAncestry_noRin	2
CHMP1A	X4	E4_noAncestry_noRin	3
BMP7	X4	E4_noAncestry_noRin	3
TBL1X	X4	E4_noAncestry_noRin	3
MOBP	X4	E4_noAncestry_noRin	4
TIMMDC1	X4	E4_noAncestry_noRin	4
GRSF1	X4	E4_noAncestry_noRin	2
CCDC173	X4	E4_noAncestry_noRin	4
NEGR1	X4	E4_noAncestry_noRin	4
LGALS8	X4	E4_noAncestry_noRin	3
FAM49B	X4	E4_noAncestry_noRin	3
AEBP2	X4	E4_noAncestry_noRin	1
SNU13	X4	E4_noAncestry_noRin	3
BRSK1	X4	E4_noAncestry_noRin	4
EXT2	X4	E4_noAncestry_noRin	4
ATXN7L3	X4	E4_noAncestry_noRin	4
RB1	X4	E4_noAncestry_noRin	2
TM2D1	X4	E4_noAncestry_noRin	2
UNC50	X4	E4_noAncestry_noRin	3
RBMS3	X4	E4_noAncestry_noRin	3
NOC2L	X4	E4_noAncestry_noRin	4
CHCHD6	X4	E4_noAncestry_noRin	2
EIF3E	X4	E4_noAncestry_noRin	3
C10orf105	X4	E4_noAncestry_noRin	3
RALYL	X4	E4_noAncestry_noRin	4
UST	X4	E4_noAncestry_noRin	4
TMEM35A	X4	E4_noAncestry_noRin	4
SH3GL2	X4	E4_noAncestry_noRin	3
NCBP2	X4	E4_noAncestry_noRin	4
HPSE2	X4	E4_noAncestry_noRin	4
CELSR2	X4	E4_noAncestry_noRin	2
FZD3	X4	E4_noAncestry_noRin	2
CYB5R1	X4	E4_noAncestry_noRin	3
SLC4A3	X4	E4_noAncestry_noRin	2
ZNF770	X4	E4_noAncestry_noRin	3
ASAP1	X4	E4_noAncestry_noRin	3
MLF1	X4	E4_noAncestry_noRin	3
MT2A	X4	E4_noAncestry_noRin	4
RTF1	X4	E4_noAncestry_noRin	3
LMTK3	X4	E4_noAncestry_noRin	2
MOB1A	X4	E4_noAncestry_noRin	3
SEMA5A	X4	E4_noAncestry_noRin	4
TERF2IP	X4	E4_noAncestry_noRin	2
SLC39A12	X4	E4_noAncestry_noRin	3
SYNGR3	X4	E4_noAncestry_noRin	4
PCBP4	X4	E4_noAncestry_noRin	4
KCNK3	X4	E4_noAncestry_noRin	3
CPNE6	X4	E4_noAncestry_noRin	3
SNX10	X4	E4_noAncestry_noRin	2
PRMT1	X4	E4_noAncestry_noRin	4
TECPR1	X4	E4_noAncestry_noRin	4
SRP68	X4	E4_noAncestry_noRin	2
FAM219B	X4	E4_noAncestry_noRin	3
FABP3	X4	E4_noAncestry_noRin	1
USO1	X4	E4_noAncestry_noRin	2
SLC17A6	X4	E4_noAncestry_noRin	4
PDS5B	X4	E4_noAncestry_noRin	1
CYFIP1	X4	E4_noAncestry_noRin	3
SAMHD1	X4	E4_noAncestry_noRin	4
AP2B1	X4	E4_noAncestry_noRin	4
POLR2E	X4	E4_noAncestry_noRin	3
DNAJB9	X4	E4_noAncestry_noRin	3
C11orf96	X4	E4_noAncestry_noRin	3
MEGF9	X4	E4_noAncestry_noRin	3
RDH11	X4	E4_noAncestry_noRin	2
NTRK3	X4	E4_noAncestry_noRin	2
CCDC92	X4	E4_noAncestry_noRin	3
CD99	X4	E4_noAncestry_noRin	4
DUSP8	X4	E4_noAncestry_noRin	4
AC010642.2	X4	E4_noAncestry_noRin	3
DNAL1	X4	E4_noAncestry_noRin	4
ZCCHC17	X4	E4_noAncestry_noRin	2
IFI27	X4	E4_noAncestry_noRin	4
PPIF	X4	E4_noAncestry_noRin	3
RPA2	X4	E4_noAncestry_noRin	1
WASHC1	X4	E4_noAncestry_noRin	3
SUPT16H	X4	E4_noAncestry_noRin	3
NDUFB2	X4	E4_noAncestry_noRin	4
CPNE2	X4	E4_noAncestry_noRin	2
HNRNPF	X4	E4_noAncestry_noRin	2
LINC01963	X4	E4_noAncestry_noRin	3
RUSC2	X4	E4_noAncestry_noRin	2
PNCK	X4	E4_noAncestry_noRin	2
NDUFS4	X4	E4_noAncestry_noRin	3
ERC2	X4	E4_noAncestry_noRin	1
MLC1	X4	E4_noAncestry_noRin	2
FBLN1	X4	E4_noAncestry_noRin	4
TMEM63B	X4	E4_noAncestry_noRin	4
SEC61G	X4	E4_noAncestry_noRin	3
KCNJ6	X4	E4_noAncestry_noRin	4
KIF5A	X4	E4_noAncestry_noRin	3
HES6	X4	E4_noAncestry_noRin	3
EIF3L	X4	E4_noAncestry_noRin	1
CDK9	X4	E4_noAncestry_noRin	1
KLHL32	X4	E4_noAncestry_noRin	3
HNRNPH3	X4	E4_noAncestry_noRin	4
NOTCH3	X4	E4_noAncestry_noRin	4
PREX2	X4	E4_noAncestry_noRin	1
WWC1	X4	E4_noAncestry_noRin	3
DMD	X4	E4_noAncestry_noRin	2
INTS1	X4	E4_noAncestry_noRin	4
PSMA1	X4	E4_noAncestry_noRin	3
ZNF331	X4	E4_noAncestry_noRin	3
ADAM15	X4	E4_noAncestry_noRin	3
SORBS1	X4	E4_noAncestry_noRin	2
ZNF24	X4	E4_noAncestry_noRin	2
TSPAN5	X4	E4_noAncestry_noRin	1
IRX2	X4	E4_noAncestry_noRin	1
ACER3	X4	E4_noAncestry_noRin	2
ARRB1	X4	E4_noAncestry_noRin	2
ARHGAP5	X4	E4_noAncestry_noRin	4
SRGN	X4	E4_noAncestry_noRin	2
GNG5	X4	E4_noAncestry_noRin	1
CARTPT	X4	E4_noAncestry_noRin	2
CAPN1	X4	E4_noAncestry_noRin	3
PTH1R	X4	E4_noAncestry_noRin	4
HID1	X4	E4_noAncestry_noRin	2
MMGT1	X4	E4_noAncestry_noRin	1
ADRA2A	X4	E4_noAncestry_noRin	3
HECA	X4	E4_noAncestry_noRin	2
ETFA	X4	E4_noAncestry_noRin	1
SLC7A5	X4	E4_noAncestry_noRin	4
CINP	X4	E4_noAncestry_noRin	1
ADGRA3	X4	E4_noAncestry_noRin	2
AGT	X4	E4_noAncestry_noRin	3
KLHDC10	X4	E4_noAncestry_noRin	2
EBLN3P	X4	E4_noAncestry_noRin	1
DPY19L1	X4	E4_noAncestry_noRin	1
PIFO	X4	E4_noAncestry_noRin	2
SEC16A	X4	E4_noAncestry_noRin	1
TNPO3	X4	E4_noAncestry_noRin	1
KIF2A	X4	E4_noAncestry_noRin	1
PBXIP1	X4	E4_noAncestry_noRin	3
GET1	X4	E4_noAncestry_noRin	2
HCG18	X4	E4_noAncestry_noRin	2
SLC25A28	X4	E4_noAncestry_noRin	2
SYNPO2	X4	E4_noAncestry_noRin	1
TBRG1	X4	E4_noAncestry_noRin	2
COL16A1	X4	E4_noAncestry_noRin	1
MRPS18A	X4	E4_noAncestry_noRin	1
NEK1	X4	E4_noAncestry_noRin	4
HEBP1	X4	E4_noAncestry_noRin	2
GASK1B	X4	E4_noAncestry_noRin	2
BLCAP	X4	E4_noAncestry_noRin	2
VGF	X4	E4_noAncestry_noRin	2
HES4	X4	E4_noAncestry_noRin	3
MAST1	X4	E4_noAncestry_noRin	2
CD164	X4	E4_noAncestry_noRin	2
HSPA2	X4	E4_noAncestry_noRin	3
NRXN3	X4	E4_noAncestry_noRin	3
PSD	X4	E4_noAncestry_noRin	4
PYURF	X4	E4_noAncestry_noRin	3
DLAT	X4	E4_noAncestry_noRin	3
CSTF3	X4	E4_noAncestry_noRin	2
TM9SF2	X4	E4_noAncestry_noRin	3
SLC6A2	X4	E4_noAncestry_noRin	4
LIPA	X4	E4_noAncestry_noRin	2
GADD45B	X4	E4_noAncestry_noRin	1
LY6H	X4	E4_noAncestry_noRin	2
SH3BP5	X4	E4_noAncestry_noRin	1
MCL1	X4	E4_noAncestry_noRin	2
NCALD	X4	E4_noAncestry_noRin	3
CETN2	X4	E4_noAncestry_noRin	2
L1CAM	X4	E4_noAncestry_noRin	1
TENM1	X4	E4_noAncestry_noRin	2
CHD3	X4	E4_noAncestry_noRin	2
DBNL	X4	E4_noAncestry_noRin	1
DCTN5	X4	E4_noAncestry_noRin	2
MFSD1	X4	E4_noAncestry_noRin	1
CACNB1	X4	E4_noAncestry_noRin	3
RETREG2	X4	E4_noAncestry_noRin	4
TUBB3	X4	E4_noAncestry_noRin	2
NAA20	X4	E4_noAncestry_noRin	1
TRIL	X4	E4_noAncestry_noRin	1
PGM2L1	X4	E4_noAncestry_noRin	1
OARD1	X4	E4_noAncestry_noRin	1
RFX3	X4	E4_noAncestry_noRin	2
MPI	X4	E4_noAncestry_noRin	1
CCDC30	X4	E4_noAncestry_noRin	2
LRRC49	X4	E4_noAncestry_noRin	1
SLIT1	X4	E4_noAncestry_noRin	3
UBE2M	X4	E4_noAncestry_noRin	4
TOM1	X4	E4_noAncestry_noRin	1
PSAT1	X4	E4_noAncestry_noRin	1
EVI5L	X4	E4_noAncestry_noRin	3
MAPK8IP1	X4	E4_noAncestry_noRin	4
RAB3GAP2	X4	E4_noAncestry_noRin	1
ZNF667-AS1	X4	E4_noAncestry_noRin	1
HLA-B	X4	E4_noAncestry_noRin	4
NDEL1	X4	E4_noAncestry_noRin	2
KMT2E	X4	E4_noAncestry_noRin	1
RPS19BP1	X4	E4_noAncestry_noRin	1
DMWD	X4	E4_noAncestry_noRin	3
WLS	X4	E4_noAncestry_noRin	1
CHST1	X4	E4_noAncestry_noRin	3
UNC119	X4	E4_noAncestry_noRin	2
CST3	X4	E4_noAncestry_noRin	2
GNAS	X4	E4_noAncestry_noRin	1
CLIP3	X4	E4_noAncestry_noRin	2
SELENOT	X4	E4_noAncestry_noRin	2
HIPK3	X4	E4_noAncestry_noRin	2
RBM25	X4	E4_noAncestry_noRin	3
TOR1AIP1	X4	E4_noAncestry_noRin	1
XRCC6	X4	E4_noAncestry_noRin	2
FMN2	X4	E4_noAncestry_noRin	2
ADAP1	X4	E4_noAncestry_noRin	2
SPAG9	X4	E4_noAncestry_noRin	2
PRDX5	X4	E4_noAncestry_noRin	2
SOX9	X4	E4_noAncestry_noRin	1
VCP	X4	E4_noAncestry_noRin	1
SCG2	X4	E4_noAncestry_noRin	1
CAMTA1	X4	E4_noAncestry_noRin	1
SERPINE2	X4	E4_noAncestry_noRin	1
MAP1B	X4	E4_noAncestry_noRin	2
MT1E	X4	E4_noAncestry_noRin	2
METTL7A	X4	E4_noAncestry_noRin	1
CX3CR1	X4	E4_noAncestry_wRin	4
RAB3B	X4	E4_noAncestry_wRin	4
CCN1	X4	E4_noAncestry_wRin	4
MORN2	X4	E4_noAncestry_wRin	4
IFT46	X4	E4_noAncestry_wRin	4
MTRNR2L3	X4	E4_noAncestry_wRin	4
TFRC	X4	E4_noAncestry_wRin	4
EFEMP1	X4	E4_noAncestry_wRin	4
EGFL7	X4	E4_noAncestry_wRin	4
DIRAS3	X4	E4_noAncestry_wRin	4
BRSK2	X4	E4_noAncestry_wRin	4
LINC00844	X4	E4_noAncestry_wRin	4
PPFIA3	X4	E4_noAncestry_wRin	4
MAF	X4	E4_noAncestry_wRin	4
HIBCH	X4	E4_noAncestry_wRin	4
TCP1	X4	E4_noAncestry_wRin	4
MTRNR2L12	X4	E4_noAncestry_wRin	4
MPDZ	X4	E4_noAncestry_wRin	4
CFAP43	X4	E4_noAncestry_wRin	4
HSPA1A	X4	E4_noAncestry_wRin	4
CCDC146	X4	E4_noAncestry_wRin	4
PAK3	X4	E4_noAncestry_wRin	4
GRIN2A	X4	E4_noAncestry_wRin	4
CHD5	X4	E4_noAncestry_wRin	4
PRDX6	X4	E4_noAncestry_wRin	4
CRIP1	X4	E4_noAncestry_wRin	4
SEMA6B	X4	E4_noAncestry_wRin	4
NTS	X4	E4_noAncestry_wRin	4
DNAJA1	X4	E4_noAncestry_wRin	4
PGM1	X4	E4_noAncestry_wRin	4
MTRNR2L6	X4	E4_noAncestry_wRin	4
IQCG	X4	E4_noAncestry_wRin	4
HSPA1B	X4	E4_noAncestry_wRin	4
CDIP1	X4	E4_noAncestry_wRin	4
CACNG8	X4	E4_noAncestry_wRin	4
SMIM10L2B	X4	E4_noAncestry_wRin	4
PDIA4	X4	E4_noAncestry_wRin	4
AUXG01000058.1	X4	E4_noAncestry_wRin	4
EFHC1	X4	E4_noAncestry_wRin	4
KIF21A	X4	E4_noAncestry_wRin	4
KCNJ16	X4	E4_noAncestry_wRin	4
PRDX4	X4	E4_noAncestry_wRin	4
HLA-DRB1	X4	E4_noAncestry_wRin	4
MEG3	X4	E4_noAncestry_wRin	4
RFTN2	X4	E4_noAncestry_wRin	4
CRLF1	X4	E4_noAncestry_wRin	4
AK6	X4	E4_noAncestry_wRin	4
CCT4	X4	E4_noAncestry_wRin	4
SCN3A	X4	E4_noAncestry_wRin	4
TAB2	X4	E4_noAncestry_wRin	4
COL18A1	X4	E4_noAncestry_wRin	4
CELF5	X4	E4_noAncestry_wRin	4
SLC1A3	X4	E4_noAncestry_wRin	4
PCDH19	X4	E4_noAncestry_wRin	4
SHOC2	X4	E4_noAncestry_wRin	4
C9orf24	X4	E4_noAncestry_wRin	4
TH	X4	E4_noAncestry_wRin	4
SLC47A2	X4	E4_noAncestry_wRin	4
SCN2A	X4	E4_noAncestry_wRin	4
NNAT	X4	E4_noAncestry_wRin	4
UPF3B	X4	E4_noAncestry_wRin	4
JUN	X4	E4_noAncestry_wRin	4
NRXN2	X4	E4_noAncestry_wRin	4
ANXA1	X4	E4_noAncestry_wRin	4
PPP4R3B	X4	E4_noAncestry_wRin	4
CLDN5	X4	E4_noAncestry_wRin	4
MTRNR2L10	X4	E4_noAncestry_wRin	4
CALR	X4	E4_noAncestry_wRin	4
LRRIQ1	X4	E4_noAncestry_wRin	4
PLXDC2	X4	E4_noAncestry_wRin	4
SSTR2	X4	E4_noAncestry_wRin	4
HLA-DPA1	X4	E4_noAncestry_wRin	4
CEP41	X4	E4_noAncestry_wRin	4
TCFL5	X4	E4_noAncestry_wRin	4
HSPE1	X4	E4_noAncestry_wRin	4
MIR4458HG	X4	E4_noAncestry_wRin	4
TSC22D3	X4	E4_noAncestry_wRin	4
TMEM123	X4	E4_noAncestry_wRin	4
PNMA6F	X4	E4_noAncestry_wRin	4
KIF1A	X4	E4_noAncestry_wRin	4
TYROBP	X4	E4_noAncestry_wRin	4
SLC7A11	X4	E4_noAncestry_wRin	4
HBA2	X4	E4_noAncestry_wRin	4
CAT	X4	E4_noAncestry_wRin	4
FOXJ1	X4	E4_noAncestry_wRin	4
RSRP1	X4	E4_noAncestry_wRin	4
AC007325.4	X4	E4_noAncestry_wRin	4
GABRG1	X4	E4_noAncestry_wRin	4
CWC15	X4	E4_noAncestry_wRin	4
ELAVL3	X4	E4_noAncestry_wRin	4
ANKRD52	X4	E4_noAncestry_wRin	4
APOC1	X4	E4_noAncestry_wRin	4
SYT4	X4	E4_noAncestry_wRin	4
BGN	X4	E4_noAncestry_wRin	4
CD74	X4	E4_noAncestry_wRin	4
LYRM4	X4	E4_noAncestry_wRin	4
CFAP157	X4	E4_noAncestry_wRin	4
SYNPR	X4	E4_noAncestry_wRin	4
WDR82	X4	E4_noAncestry_wRin	4
TNS3	X4	E4_noAncestry_wRin	4
HLA-DRA	X4	E4_noAncestry_wRin	4
XIAP	X4	E4_noAncestry_wRin	4
PRRT2	X4	E4_noAncestry_wRin	4
DNAAF1	X4	E4_noAncestry_wRin	4
CIPC	X4	E4_noAncestry_wRin	4
HBB	X4	E4_noAncestry_wRin	4
GGT5	X4	E4_noAncestry_wRin	4
NEK11	X4	E4_noAncestry_wRin	4
CREG1	X4	E4_noAncestry_wRin	4
C3	X4	E4_noAncestry_wRin	4
MLLT1	X4	E4_noAncestry_wRin	4
DBH	X4	E4_noAncestry_wRin	4
PCSK1	X4	E4_noAncestry_wRin	4
COLGALT2	X4	E4_noAncestry_wRin	3
CALB2	X4	E4_noAncestry_wRin	4
VIM	X4	E4_noAncestry_wRin	4
QSOX1	X4	E4_noAncestry_wRin	4
TOP2B	X4	E4_noAncestry_wRin	4
TMEM47	X4	E4_noAncestry_wRin	4
AL035078.1	X4	E4_noAncestry_wRin	4
ITGB5	X4	E4_noAncestry_wRin	4
CD24	X4	E4_noAncestry_wRin	4
SIGMAR1	X4	E4_noAncestry_wRin	4
PLTP	X4	E4_noAncestry_wRin	4
DISP2	X4	E4_noAncestry_wRin	4
APOLD1	X4	E4_noAncestry_wRin	4
B3GAT3	X4	E4_noAncestry_wRin	4
FAM183A	X4	E4_noAncestry_wRin	4
TMEM231	X4	E4_noAncestry_wRin	4
PDIA6	X4	E4_noAncestry_wRin	4
AHCTF1	X4	E4_noAncestry_wRin	4
SLC6A2	X4	E4_noAncestry_wRin	4
TMEM50B	X4	E4_noAncestry_wRin	4
DLG4	X4	E4_noAncestry_wRin	4
CRNDE	X4	E4_noAncestry_wRin	4
SEC11A	X4	E4_noAncestry_wRin	4
CDK5R2	X4	E4_noAncestry_wRin	4
DUSP26	X4	E4_noAncestry_wRin	4
IL13RA1	X4	E4_noAncestry_wRin	4
DLK1	X4	E4_noAncestry_wRin	4
G6PD	X4	E4_noAncestry_wRin	4
HBA1	X4	E4_noAncestry_wRin	4
FBLL1	X4	E4_noAncestry_wRin	4
ZMYND10	X4	E4_noAncestry_wRin	4
ENKUR	X4	E4_noAncestry_wRin	4
CDS1	X4	E4_noAncestry_wRin	4
HSPA5	X4	E4_noAncestry_wRin	4
SNX19	X4	E4_noAncestry_wRin	4
LAPTM5	X4	E4_noAncestry_wRin	4
TNK2	X4	E4_noAncestry_wRin	4
MT1X	X4	E4_noAncestry_wRin	4
FLT1	X4	E4_noAncestry_wRin	4
GJA1	X4	E4_noAncestry_wRin	4
C1orf194	X4	E4_noAncestry_wRin	4
ITM2B	X4	E4_noAncestry_wRin	4
DNAJC7	X4	E4_noAncestry_wRin	4
WWTR1	X4	E4_noAncestry_wRin	4
HIPK1	X4	E4_noAncestry_wRin	4
TMEM255A	X4	E4_noAncestry_wRin	4
KIF3A	X4	E4_noAncestry_wRin	4
BCL7C	X4	E4_noAncestry_wRin	4
DPP10	X4	E4_noAncestry_wRin	4
MRPS18C	X4	E4_noAncestry_wRin	4
TUSC3	X4	E4_noAncestry_wRin	4
ELAVL4	X4	E4_noAncestry_wRin	4
RANGAP1	X4	E4_noAncestry_wRin	4
BRD8	X4	E4_noAncestry_wRin	4
SF1	X4	E4_noAncestry_wRin	4
RSPH1	X4	E4_noAncestry_wRin	4
RARRES2	X4	E4_noAncestry_wRin	4
H2AFZ	X4	E4_noAncestry_wRin	4
SLC2A1	X4	E4_noAncestry_wRin	4
TCTEX1D2	X4	E4_noAncestry_wRin	4
STOML1	X4	E4_noAncestry_wRin	4
ADCYAP1	X4	E4_noAncestry_wRin	4
TEX261	X4	E4_noAncestry_wRin	4
TSPYL2	X4	E4_noAncestry_wRin	4
HSPA8	X4	E4_noAncestry_wRin	4
CA2	X4	E4_noAncestry_wRin	4
CSF1R	X4	E4_noAncestry_wRin	4
SLC9A7	X4	E4_noAncestry_wRin	4
MAPT	X4	E4_noAncestry_wRin	4
CAPS	X4	E4_noAncestry_wRin	4
IARS	X4	E4_noAncestry_wRin	4
CYBA	X4	E4_noAncestry_wRin	4
ASTN2	X4	E4_noAncestry_wRin	4
TMBIM4	X4	E4_noAncestry_wRin	4
ZC2HC1A	X4	E4_noAncestry_wRin	4
MAP7D2	X4	E4_noAncestry_wRin	4
PLPPR2	X4	E4_noAncestry_wRin	4
LGI3	X4	E4_noAncestry_wRin	4
CASD1	X4	E4_noAncestry_wRin	4
CELF4	X4	E4_noAncestry_wRin	4
ASB8	X4	E4_noAncestry_wRin	3
ZBTB18	X4	E4_noAncestry_wRin	4
DPYSL5	X4	E4_noAncestry_wRin	4
CBX6	X4	E4_noAncestry_wRin	4
NDUFB3	X4	E4_noAncestry_wRin	4
SYT11	X4	E4_noAncestry_wRin	4
SLC7A1	X4	E4_noAncestry_wRin	4
MT2A	X4	E4_noAncestry_wRin	4
TAGLN	X4	E4_noAncestry_wRin	4
C5orf63	X4	E4_noAncestry_wRin	4
TNS2	X4	E4_noAncestry_wRin	4
MAOB	X4	E4_noAncestry_wRin	4
PRPF19	X4	E4_noAncestry_wRin	4
MAFG	X4	E4_noAncestry_wRin	4
ARNT2	X4	E4_noAncestry_wRin	4
AL031056.1	X4	E4_noAncestry_wRin	4
PDIA3	X4	E4_noAncestry_wRin	4
HEBP2	X4	E4_noAncestry_wRin	4
KIF9	X4	E4_noAncestry_wRin	3
KCNJ10	X4	E4_noAncestry_wRin	4
AIF1	X4	E4_noAncestry_wRin	3
DYNC1H1	X4	E4_noAncestry_wRin	4
SOX8	X4	E4_noAncestry_wRin	4
CHORDC1	X4	E4_noAncestry_wRin	4
MYL9	X4	E4_noAncestry_wRin	4
FLNB	X4	E4_noAncestry_wRin	3
ANKRD36C	X4	E4_noAncestry_wRin	4
RAB12	X4	E4_noAncestry_wRin	4
SPTB	X4	E4_noAncestry_wRin	4
RAC1	X4	E4_noAncestry_wRin	2
TMEM176A	X4	E4_noAncestry_wRin	4
DDT	X4	E4_noAncestry_wRin	4
PHYHIP	X4	E4_noAncestry_wRin	4
TPPP3	X4	E4_noAncestry_wRin	4
SEZ6L2	X4	E4_noAncestry_wRin	4
MRPS14	X4	E4_noAncestry_wRin	4
TMEM178A	X4	E4_noAncestry_wRin	4
USP27X	X4	E4_noAncestry_wRin	3
GCAT	X4	E4_noAncestry_wRin	4
PPP1R1A	X4	E4_noAncestry_wRin	4
GPD1L	X4	E4_noAncestry_wRin	4
YAP1	X4	E4_noAncestry_wRin	4
WASF1	X4	E4_noAncestry_wRin	4
DTNB	X4	E4_noAncestry_wRin	4
CDO1	X4	E4_noAncestry_wRin	4
AK1	X4	E4_noAncestry_wRin	4
METTL9	X4	E4_noAncestry_wRin	4
SRA1	X4	E4_noAncestry_wRin	4
ZBTB7A	X4	E4_noAncestry_wRin	4
MRPS36	X4	E4_noAncestry_wRin	4
XRN2	X4	E4_noAncestry_wRin	4
SLK	X4	E4_noAncestry_wRin	4
RALYL	X4	E4_noAncestry_wRin	4
RPL36AL	X4	E4_noAncestry_wRin	4
ZFHX3	X4	E4_noAncestry_wRin	3
IGFBP7	X4	E4_noAncestry_wRin	4
PYGB	X4	E4_noAncestry_wRin	4
HPSE2	X4	E4_noAncestry_wRin	4
EML2	X4	E4_noAncestry_wRin	4
PENK	X4	E4_noAncestry_wRin	4
MRPS10	X4	E4_noAncestry_wRin	3
PEG3	X4	E4_noAncestry_wRin	4
SLC15A2	X4	E4_noAncestry_wRin	4
LRP1	X4	E4_noAncestry_wRin	3
PRCP	X4	E4_noAncestry_wRin	4
IFI27	X4	E4_noAncestry_wRin	4
LAPTM4A	X4	E4_noAncestry_wRin	4
YIPF4	X4	E4_noAncestry_wRin	3
SLC40A1	X4	E4_noAncestry_wRin	4
SBF1	X4	E4_noAncestry_wRin	4
SNX14	X4	E4_noAncestry_wRin	3
TMEM176B	X4	E4_noAncestry_wRin	3
SEZ6	X4	E4_noAncestry_wRin	4
SYVN1	X4	E4_noAncestry_wRin	3
ZMAT3	X4	E4_noAncestry_wRin	3
ROCK2	X4	E4_noAncestry_wRin	3
