Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000145335,SNCA,248,1.50566,168,0.80587,91,-0.1978,35,-1.9175,49,-1.2314,65,-0.7195,257,1.56849
ENSG00000163110,PDLIM5,248,0.39293,53,-1.9853,190,-0.0451,220,0.25655,330,1.03327,105,-0.9604,33,-2.6787
ENSG00000151247,EIF4E,248,1.88949,106,0.35220,39,-1.1831,45,-1.1654,99,0.27490,47,-0.9109,76,-0.1844
ENSG00000197894,ADH5,248,1.33496,117,0.05093,46,-1.3866,67,-0.9804,187,0.97211,85,-0.4443,61,-0.9584
ENSG00000164031,DNAJB14,248,1.68575,228,1.51963,18,-2.4464,47,-1.2890,107,0.24099,63,-0.6349,29,-1.7943
ENSG00000138814,PPP3CA,248,0.53533,448,1.58598,65,-1.5621,128,-0.6489,257,0.68834,113,-0.7119,17,-3.5243
ENSG00000109332,UBE2D3,248,0.42286,200,0.06911,120,-0.7325,97,-1.2589,339,1.13318,261,0.50223,117,-0.7674
ENSG00000164039,BDH2,248,1.83729,1,-5.7126,65,-0.4666,73,-0.3444,112,0.47370,0,-6.6965,112,0.40339
ENSG00000164022,AIMP1,248,1.21503,67,-0.9052,54,-1.2302,101,-0.3534,152,0.42929,121,-0.0047,110,-0.1507
ENSG00000138801,PAPSS1,248,1.11225,154,0.30238,1,-6.7724,40,-2.0292,175,0.58989,44,-1.6162,361,1.81733
ENSG00000109475,RPL34,248,-3.2365,421,-2.4639,1081,-1.0583,1262,-0.9913,2299,0.13403,5994,1.81193,5226,1.54381
ENSG00000164089,ETNPPL,248,1.18601,15,-3.1187,113,-0.1341,211,1.30961,103,-0.3065,0,-7.1107,11,-3.5230
ENSG00000174720,LARP7,248,0.42709,119,-0.7456,53,-1.9622,170,-0.2372,330,1.07859,249,0.42860,72,-1.4970
ENSG00000145362,ANK2,248,-0.8444,1351,2.05823,374,-0.2092,429,0.00936,480,0.21541,22,-4.3791,25,-4.1905
ENSG00000269893,SNHG8,248,1.44410,18,-2.6773,36,-1.6581,58,-1.1302,101,-0.0893,150,0.55183,238,1.36665
ENSG00000164096,C4orf3,248,-0.4323,470,0.59736,127,-1.4540,175,-1.1610,372,0.23820,637,1.12301,515,0.75208
ENSG00000164111,ANXA5,248,0.86969,47,-1.7415,46,-1.7804,59,-1.6418,262,1.14661,255,0.91745,172,0.25748
ENSG00000138688,KIAA1109,248,1.22481,145,0.30656,40,-1.6641,96,-0.4391,141,0.28673,121,0.00556,78,-0.6780
ENSG00000164070,HSPA4L,248,1.40014,275,1.59555,143,0.43436,103,-0.1239,53,-1.1979,0,-7.0226,10,-3.4698
ENSG00000164040,PGRMC2,248,1.72882,103,0.17755,0,-7.0132,40,-1.5148,76,-0.3429,228,1.55876,70,-0.4201
ENSG00000077684,JADE1,248,1.51319,80,-0.3886,11,-3.3467,121,0.35430,137,0.53191,51,-1.0964,1,-6.3808
ENSG00000138650,PCDH10,248,1.21355,107,-0.1900,88,-0.4983,166,0.70967,129,0.11732,0,-7.1672,8,-3.9243
ENSG00000151012,SLC7A11,248,0.43992,16,-3.6345,80,-1.3276,207,0.18405,414,1.62985,88,-1.1860,14,-3.8715
ENSG00000109390,NDUFC1,248,0.54798,45,-2.0987,22,-3.1098,58,-1.9735,264,0.75576,538,1.96385,222,0.35809
ENSG00000164134,NAA15,248,2.28875,90,0.40859,51,-0.4910,80,0.26929,36,-1.1151,0,-6.3879,0,-6.9034
ENSG00000153130,SCOC,248,0.29388,375,0.99076,54,-2.0324,101,-1.3159,231,0.20099,85,-1.3765,543,1.67350
ENSG00000153147,SMARCA5,248,0.60601,154,-0.1725,140,-0.3263,127,-0.5843,210,0.37105,193,0.18914,180,0.08072
ENSG00000170390,DCLK2,248,1.19404,45,-1.5159,8,-3.9546,49,-1.6526,361,2.51364,54,-1.2636,0,-7.6999
ENSG00000145425,RPS3A,248,-2.0510,279,-1.8792,812,-0.2545,688,-0.6307,1312,0.60507,2151,1.39186,1346,0.56685
ENSG00000109670,FBXW7,248,1.58008,177,0.96259,76,-0.4193,59,-0.9892,111,0.20405,63,-0.7139,31,-1.7798
ENSG00000109654,TRIM2,248,0.10295,391,0.86025,99,-1.3178,164,-0.6722,360,0.83654,14,-4.2008,364,0.73727
ENSG00000164114,MAP9,248,-0.6094,880,1.50726,392,0.10793,472,0.55541,306,-0.3178,77,-2.3623,38,-3.3896
ENSG00000061918,GUCY1B1,248,0.54274,754,2.71783,88,-1.0973,106,-0.9726,109,-0.8322,122,-0.5912,32,-2.6017
ENSG00000120251,GRIA2,248,1.47686,222,1.26920,18,-2.6282,110,0.10644,93,-0.2035,30,-1.8778,12,-3.2618
ENSG00000164124,TMEM144,248,0.96995,21,-2.8043,23,-2.6780,14,-3.7068,60,-1.4017,0,-7.3662,932,4.18932
ENSG00000052802,MSMO1,248,0.91003,480,2.17199,22,-2.8183,62,-1.5142,49,-1.7667,38,-2.0252,364,1.60523
ENSG00000109472,CPE,248,-1.9543,524,-0.8318,655,-0.4891,831,-0.1457,2031,1.74026,760,-0.2562,183,-2.4035
ENSG00000196104,SPOCK3,248,1.50226,175,0.87049,1,-5.9743,29,-2.1810,97,-0.1183,52,-1.0644,276,1.70554
ENSG00000109572,CLCN3,248,1.23471,167,0.54704,83,-0.5660,57,-1.3444,126,0.09577,19,-2.7283,253,1.27159
ENSG00000164106,SCRG1,248,0.26299,55,-2.0493,87,-1.3668,196,-0.1539,202,-0.0781,51,-2.1647,679,2.09032
ENSG00000150625,GPM6A,248,-3.1818,2474,0.29903,1836,-0.1808,3928,1.64478,1468,-0.5864,874,-1.3233,420,-2.4119
ENSG00000173320,STOX2,248,1.85463,112,0.41592,92,0.10221,47,-1.1194,127,0.72911,4,-4.4444,12,-2.8812
ENSG00000151729,SLC25A4,248,1.13707,171,0.49094,36,-1.9102,57,-1.4419,253,1.41608,71,-0.8877,59,-1.1791
ENSG00000109536,FRG1,248,1.33172,94,-0.2904,76,-0.6207,104,-0.1726,122,0.12626,62,-0.9353,97,-0.2395
ENSG00000073578,SDHA,248,1.83316,75,-0.2377,7,-3.7500,53,-0.9422,103,0.29938,100,0.22664,78,-0.1787
ENSG00000249915,PDCD6,248,1.18387,103,-0.2755,133,0.12319,53,-1.5186,149,0.35710,194,0.74817,94,-0.4239
ENSG00000171368,TPPP,248,1.00737,276,1.19317,56,-1.3537,51,-1.7554,224,0.97286,28,-2.3748,150,0.15933
ENSG00000028310,BRD9,248,1.80206,20,-2.2274,57,-0.7008,97,0.18551,132,0.76145,0,-6.7218,6,-3.9384
ENSG00000145494,NDUFS6,248,0.15326,267,0.27120,76,-1.6749,156,-0.7075,379,1.01197,295,0.43509,145,-0.6886
ENSG00000078295,ADCY2,248,0.96760,185,0.46956,28,-2.4261,102,-0.5987,273,1.37304,67,-1.1272,8,-4.2291
ENSG00000150753,CCT5,248,1.68452,162,0.90548,8,-3.6032,37,-1.6711,115,0.36359,120,0.39569,62,-0.6533
ENSG00000145495,MARCH6,248,-0.2646,617,1.26038,97,-1.6956,179,-0.9379,517,1.11915,220,-0.4549,182,-0.7435
ENSG00000169862,CTNND2,248,0.25509,149,-0.5534,90,-1.3281,301,0.78772,325,0.82032,39,-2.5670,43,-2.4255
ENSG00000154122,ANKH,248,1.40517,104,-0.0753,58,-0.9763,38,-1.8747,135,0.39621,92,-0.2667,204,1.05010
ENSG00000154153,RETREG1,248,0.92667,223,0.74131,87,-0.7617,87,-0.9292,223,0.86992,9,-3.9962,147,0.05127
ENSG00000145555,MYO10,248,0.60337,1,-6.9866,74,-1.2958,230,0.64711,173,0.01604,194,0.19810,163,-0.0828
ENSG00000176788,BASP1,248,-1.4532,2724,2.74475,553,-0.2254,470,-0.5945,617,-0.0598,205,-1.7393,4,-7.4558
ENSG00000056097,ZFR,248,1.05814,117,-0.1926,148,0.18433,88,-0.7832,183,0.61726,76,-0.8483,101,-0.4192
ENSG00000113387,SUB1,248,0.01435,471,1.08950,156,-0.7172,130,-1.1790,297,0.34740,228,-0.1210,373,0.68323
ENSG00000164187,LMBRD2,248,1.72882,196,1.27951,47,-1.0284,75,-0.3903,85,-0.1411,3,-4.9282,29,-1.7535
ENSG00000152620,NADK2,248,1.59094,32,-1.7227,10,-3.3335,59,-0.9538,240,1.91234,0,-6.8610,38,-1.4601
ENSG00000079215,SLC1A3,248,-1.2290,38,-3.9681,170,-1.7993,452,-0.3871,1781,2.88060,69,-3.1132,50,-3.5747
ENSG00000164190,NIPBL,248,1.88930,21,-2.0796,59,-0.5683,73,-0.2924,100,0.30284,39,-1.2032,61,-0.5155
ENSG00000197603,CPLANE1,248,1.64482,42,-1.2754,177,1.01733,83,-0.2912,96,-0.0070,53,-0.9343,1,-6.6757
ENSG00000113594,LIFR,248,1.74554,20,-2.2479,0,-7.0010,65,-0.6462,157,1.06717,51,-0.9045,82,-0.1664
ENSG00000145592,RPL37,248,-3.1325,365,-2.5703,1666,-0.2811,1317,-0.7898,2004,0.01399,4526,1.40646,5124,1.64302
ENSG00000182836,PLCXD3,248,1.08956,455,2.27813,113,-0.2108,149,0.29692,4,-5.0255,13,-3.4593,10,-3.7071
ENSG00000250722,SELENOP,248,-0.8218,12,-5.2637,11,-5.3302,106,-2.3875,223,-1.0714,534,0.38943,2634,3.91400
ENSG00000112972,HMGCS1,248,0.52061,578,2.08085,126,-0.5592,176,-0.0463,90,-1.1732,3,-5.7101,140,-0.4046
ENSG00000134352,IL6ST,248,0.87960,60,-1.3587,24,-2.6843,53,-1.8081,252,1.07442,261,0.96537,204,0.54554
ENSG00000062194,GPBP1,248,1.33297,59,-1.0209,37,-1.6856,45,-1.6393,214,1.28006,121,0.10370,103,-0.1567
ENSG00000152932,RAB3C,248,1.45627,504,3.01850,72,-0.6086,35,-1.9556,36,-1.7540,25,-2.1521,33,-1.7602
ENSG00000153006,SREK1IP1,248,1.17209,95,-0.4179,58,-1.1768,83,-0.7590,206,0.99354,45,-1.5319,130,0.07430
ENSG00000112851,ERBIN,248,0.89122,19,-3.0366,19,-3.0648,102,-0.6729,324,1.68786,98,-0.6160,112,-0.4117
ENSG00000153914,SREK1,248,0.72097,87,-0.9444,152,-0.0872,207,0.56267,234,0.71753,2,-5.9560,24,-2.8488
ENSG00000069020,MAST4,248,1.88840,96,0.19210,29,-1.6547,77,-0.2010,119,0.64427,7,-3.6960,0,-7.1617
ENSG00000145675,PIK3R1,248,1.78188,26,-1.8456,50,-0.9134,50,-1.0990,156,1.08843,71,-0.3638,40,-1.2521
ENSG00000145734,BDP1,2412,4.74525,90,-1.9430,89,-1.9538,100,-2.0525,68,-2.5040,154,-1.1440,37,-3.2465
ENSG00000131711,MAP1B,248,-4.6470,18650,2.15348,9152,0.80255,8019,0.79649,1024,-2.7293,808,-2.9334,1412,-2.1126
ENSG00000083312,TNPO1,248,1.60699,85,-0.2288,106,0.12649,50,-1.2212,130,0.53554,72,-0.4745,56,-0.8771
ENSG00000145741,BTF3,248,0.43768,102,-0.9670,181,-0.0724,118,-0.8998,253,0.53722,306,0.78951,201,0.08949
ENSG00000171617,ENC1,248,1.08898,599,2.94314,102,-0.3712,78,-0.9560,56,-1.3957,0,-7.2620,0,-7.7846
ENSG00000164346,NSA2,248,1.11979,77,-0.7951,55,-1.2968,65,-1.2324,178,0.62962,239,1.04999,104,-0.3176
ENSG00000113163,CERT1,248,1.81870,168,1.07916,111,0.37311,67,-0.5379,60,-0.6664,7,-3.7710,26,-1.8242
ENSG00000122012,SV2C,248,2.11728,307,2.59772,99,0.43551,35,-1.4264,0,-6.7202,0,-6.5006,0,-7.0173
ENSG00000171530,TBCA,248,-0.7731,575,0.56448,518,0.39074,343,-0.3432,437,0.12935,441,0.12771,387,-0.0792
ENSG00000085365,SCAMP1,248,0.98492,328,1.49325,68,-1.0906,49,-1.8352,202,0.73296,164,0.28482,16,-3.2077
ENSG00000186468,RPS23,4166,1.48515,254,-2.9198,690,-1.4413,785,-1.4681,1210,-0.6446,4159,1.48173,3515,1.17126
ENSG00000174695,TMEM167A,248,1.47864,137,0.43268,37,-1.5776,73,-0.6909,154,0.73599,0,-6.9623,97,-0.1226
ENSG00000038427,VCAN,2731,4.41439,1,-7.9457,0,-9.0623,59,-3.1649,465,0.33289,0,-8.8468,42,-3.3449
ENSG00000164176,EDIL3,248,0.31911,165,-0.3365,1,-7.4460,44,-2.6250,150,-0.5335,160,-0.3797,1034,3.20357
ENSG00000127184,COX7C,1825,1.51530,624,-0.3058,299,-1.4298,457,-0.9546,933,0.38855,794,0.07734,789,0.06719
ENSG00000247828,TMEM161B-AS1,248,2.27285,32,-1.2353,36,-1.0379,65,-0.1557,89,0.41812,0,-6.3982,17,-2.1340
ENSG00000175745,NR2F1,248,0.51347,22,-3.1191,60,-1.6990,171,-0.1190,338,1.24669,284,0.74109,9,-4.3397
ENSG00000164292,RHOBTB3,248,1.36811,21,-2.4699,32,-1.9055,112,0.00887,135,0.36311,133,0.28501,72,-0.6811
ENSG00000153113,CAST,248,0.74205,235,0.64777,261,0.82932,71,-1.4547,199,0.42286,145,-0.1442,83,-1.0024
ENSG00000113441,LNPEP,248,1.57587,178,0.96279,87,-0.2159,69,-0.6939,100,0.01189,47,-1.1572,27,-1.9669
ENSG00000145721,LIX1,248,2.12175,0,-8.8009,9,-3.0842,94,0.47368,109,0.67785,0,-6.4986,0,-7.0142
ENSG00000174136,RGMB,248,1.63771,383,2.56282,16,-2.6940,38,-1.6490,81,-0.3118,0,-6.8423,39,-1.3759
ENSG00000145730,PAM,248,1.20075,529,2.78224,40,-1.7140,83,-0.7386,76,-0.8083,0,-7.1787,0,-7.6948
ENSG00000145743,FBXL17,248,1.53566,132,0.42191,36,-1.6046,62,-0.9331,149,0.72508,8,-3.7091,109,0.11481
ENSG00000198961,PJA2,248,0.12596,589,1.63242,137,-0.8112,144,-0.8833,253,0.17949,62,-2.0021,322,0.55011
ENSG00000134982,APC,248,0.72505,126,-0.3774,155,-0.0485,181,0.25892,205,0.46466,99,-0.7465,18,-3.2647
ENSG00000153037,SRP19,248,1.67024,114,0.30314,32,-1.6574,88,-0.1464,101,0.11881,37,-1.4226,49,-1.0261
ENSG00000129625,REEP5,248,0.37948,338,0.89985,43,-2.3160,64,-1.9654,307,0.85999,285,0.60647,245,0.35539
ENSG00000134970,TMED7,248,1.56426,92,-0.1412,77,-0.4171,37,-1.7593,149,0.75776,82,-0.3168,93,-0.1167
ENSG00000155324,GRAMD2B,248,1.26437,5,-4.4727,20,-2.6647,74,-0.8752,317,2.22033,2,-5.5808,44,-1.5195
ENSG00000164904,ALDH7A1,248,1.26764,31,-2.0022,51,-1.2938,101,-0.2966,204,1.08483,10,-3.6858,123,0.07612
ENSG00000164902,PHAX,248,1.57185,39,-1.4429,91,-0.1367,94,-0.1094,93,-0.1303,15,-2.8342,135,0.49097
ENSG00000164241,C5orf63,248,-5.7908,16196,0.43177,8648,-0.5707,29339,2.50251,3280,-2.1651,3585,-1.9027,1002,-3.7722
ENSG00000064651,SLC12A2,248,1.19296,42,-1.6188,1,-6.5483,34,-2.2205,31,-2.2160,208,0.88112,560,2.91641
ENSG00000169567,HINT1,248,-0.4479,350,0.09278,144,-1.2833,168,-1.2510,452,0.59396,526,0.76931,625,1.07145
ENSG00000186687,LYRM7,248,0.98121,140,0.02413,116,-0.2752,162,0.34256,166,0.33776,41,-1.8631,17,-3.1127
ENSG00000164398,ACSL6,248,1.62787,61,-0.7179,70,-0.5085,137,0.77944,71,-0.5459,0,-6.8496,36,-1.5058
ENSG00000113522,RAD50,248,1.59021,113,0.21737,128,0.41683,93,-0.1116,107,0.15095,0,-6.8778,3,-4.9696
ENSG00000131437,KIF3A,248,-0.7240,1476,2.42550,351,-0.1865,470,0.37522,183,-1.2897,20,-4.4407,75,-2.5121
ENSG00000164402,SEPTIN8,248,0.13978,130,-0.8769,88,-1.4687,112,-1.3113,199,-0.2404,46,-2.4252,1033,2.89849
ENSG00000164405,UQCRQ,248,-0.4152,174,-0.9667,149,-1.1986,167,-1.2240,410,0.44301,512,0.76087,828,1.63073
ENSG00000072364,AFF4,248,1.69662,120,0.40568,61,-0.6627,50,-1.1694,100,0.12892,83,-0.1826,72,-0.4049
ENSG00000170606,HSPA4,248,1.85165,165,1.07588,6,-3.9005,65,-0.5408,94,0.15860,43,-1.0912,18,-2.3502
ENSG00000213585,VDAC1,248,1.27480,132,0.18871,36,-1.8068,47,-1.6405,192,0.96404,122,0.06941,107,-0.1356
ENSG00000113558,SKP1,248,-1.0278,586,0.32076,251,-1.0112,276,-1.0417,876,1.19441,422,-0.2098,724,0.67134
ENSG00000113575,PPP2CA,248,0.72231,366,1.41090,96,-0.7966,62,-1.6928,206,0.46840,173,0.12748,119,-0.4626
ENSG00000119048,UBE2B,248,2.01916,248,2.01891,16,-2.3999,33,-1.5932,26,-1.7964,128,0.78373,5,-4.1370
ENSG00000164615,CAMLG,248,0.63859,390,1.43857,102,-0.7783,86,-1.2307,153,-0.1670,281,0.84995,95,-0.8824
ENSG00000145833,DDX46,248,1.71159,61,-0.6451,105,0.19947,86,-0.1558,87,-0.1243,38,-1.3643,44,-1.1417
ENSG00000145824,CXCL14,248,2.06515,6,-3.7376,37,-1.1511,122,1.05228,60,-0.4567,0,-6.5370,0,-7.0146
ENSG00000152377,SPOCK1,248,0.36162,856,2.76416,157,-0.3682,118,-0.9873,131,-0.7211,14,-3.9507,97,-1.1053
ENSG00000177733,HNRNPA0,248,1.23553,137,0.21694,35,-1.8615,62,-1.2129,199,0.99380,140,0.25106,52,-1.2928
ENSG00000132563,REEP2,248,0.32404,867,2.73767,193,-0.0858,131,-0.8359,110,-1.0445,108,-0.9847,5,-5.4127
ENSG00000120738,EGR1,248,0.21327,2,-6.7647,7,-4.9565,32,-3.1839,21,-3.6270,1779,5.31704,1,-7.4960
ENSG00000113013,HSPA9,248,-0.1825,410,0.63403,211,-0.4389,280,0.01015,365,0.50565,121,-1.2836,225,-0.3357
ENSG00000044115,CTNNA1,248,0.79629,26,-2.6911,32,-2.3535,73,-1.3631,253,0.97108,226,0.63865,278,0.99088
ENSG00000120727,PAIP2,248,0.71514,198,0.33463,65,-1.3940,68,-1.5567,295,1.21094,67,-1.3500,236,0.63058
ENSG00000170464,DNAJC18,248,1.99218,93,0.23172,13,-2.7017,35,-1.5071,87,0.14405,116,0.59916,56,-0.5681
ENSG00000131508,UBE2D2,248,1.56642,80,-0.3613,18,-2.5837,41,-1.5976,119,0.31515,189,1.06522,105,0.07336
ENSG00000171604,CXXC5,248,0.32311,248,0.32121,72,-1.5949,101,-1.2837,434,1.57263,56,-1.9705,238,0.25198
ENSG00000146005,PSD2,248,1.21273,14,-3.2085,34,-1.9067,144,0.36396,221,1.19641,12,-3.3698,29,-2.1639
ENSG00000185129,PURA,248,1.28267,145,0.35091,38,-1.7171,84,-0.6335,212,1.19613,46,-1.4392,12,-3.4045
ENSG00000182700,IGIP,248,1.82705,64,-0.4941,59,-0.6186,67,-0.5110,133,0.79790,0,-6.7039,36,-1.3630
ENSG00000120306,CYSTM1,248,0.68699,193,0.26684,40,-2.1292,81,-1.2859,281,1.06115,277,0.87272,72,-1.2643
ENSG00000131503,ANKHD1,248,0.65193,119,-0.5265,146,-0.2139,236,0.77499,174,0.07613,76,-1.2221,25,-2.8475
ENSG00000131495,NDUFA2,248,0.55719,166,-0.0941,53,-1.8382,94,-1.1758,293,0.99098,163,-0.1299,268,0.68424
ENSG00000113141,IK,248,0.75173,51,-1.7258,121,-0.4084,102,-0.8182,309,1.36718,90,-0.8649,138,-0.2117
ENSG00000170445,HARS,248,2.17205,185,1.57148,34,-1.1986,45,-0.9465,65,-0.2185,0,-6.4647,8,-3.2091
ENSG00000146007,ZMAT2,248,0.90017,164,0.20132,104,-0.5126,166,0.29947,173,0.33000,10,-3.9794,74,-1.0390
ENSG00000178913,TAF7,248,1.30348,125,0.13268,46,-1.3916,69,-0.9637,157,0.58366,151,0.44023,59,-1.0227
ENSG00000131507,NDFIP1,248,-0.2417,670,1.43908,180,-0.7383,160,-1.1027,488,1.02407,233,-0.3442,105,-1.5629
ENSG00000113578,FGF1,248,0.41563,141,-0.4838,136,-0.5431,163,-0.3324,193,0.01074,177,-0.1338,345,0.97620
ENSG00000145819,ARHGAP26,248,1.94147,71,-0.2336,57,-0.5938,97,0.33730,74,-0.2044,13,-2.8056,0,-7.1383
ENSG00000113580,NR3C1,248,1.62492,64,-0.6446,20,-2.3574,84,-0.2873,105,0.14205,143,0.64060,32,-1.6838
ENSG00000133706,LARS,248,1.55380,97,-0.0630,16,-2.7841,61,-0.9487,137,0.57635,115,0.21527,75,-0.4643
ENSG00000156475,PPP2R2B,248,2.18317,98,0.45628,72,-0.0368,53,-0.6239,79,0.13060,0,-6.4573,0,-6.9706
ENSG00000113657,DPYSL3,248,0.29019,271,0.43633,61,-1.8553,62,-2.1025,652,2.75052,1,-7.7864,3,-6.2542
ENSG00000176049,JAKMIP2,248,2.04327,88,0.17893,33,-1.3482,67,-0.3319,98,0.41164,0,-6.5520,21,-1.9695
ENSG00000113712,CSNK1A1,248,0.38422,331,0.87062,115,-0.8275,74,-1.7374,315,0.91966,251,0.40180,162,-0.3033
ENSG00000070808,CAMK2A,248,2.16967,167,1.37700,100,0.48733,49,-0.7990,26,-1.6843,1,-5.8961,27,-1.5601
ENSG00000070814,TCOF1,248,1.74424,158,0.91476,43,-1.1752,76,-0.3638,63,-0.6396,48,-1.0078,62,-0.6029
ENSG00000019582,CD74,248,-0.7771,13,-5.1035,0,-9.1439,22,-4.6656,764,1.25693,2211,3.40710,16,-4.7638
ENSG00000164587,RPS14,248,-2.6221,226,-2.7589,992,-0.5468,835,-0.9786,1356,-0.0612,4845,2.24580,2504,0.96652
ENSG00000070614,NDST1,248,1.73416,66,-0.5205,85,-0.1293,65,-0.6570,46,-1.1647,67,-0.4849,164,0.96691
ENSG00000132912,DCTN4,248,1.97319,62,-0.4216,23,-1.9429,59,-0.6255,111,0.58332,18,-2.2677,64,-0.3710
ENSG00000211445,GPX3,248,-0.3331,1754,3.58566,334,0.13944,177,-1.0295,7,-5.6116,182,-0.8115,0,-9.0134
ENSG00000197043,ANXA6,248,0.30989,734,2.32332,170,-0.2991,94,-1.4256,98,-1.2319,386,1.06136,34,-2.7071
ENSG00000113140,SPARC,248,-2.7370,309,-2.4188,844,-0.9160,1788,0.35047,2616,1.07345,2023,0.46911,1157,-0.4287
ENSG00000177556,ATOX1,248,0.58010,209,0.29253,66,-1.4806,98,-1.0808,227,0.49654,151,-0.2276,320,1.01716
ENSG00000145907,G3BP1,248,1.44398,87,-0.3311,64,-0.7989,33,-2.0291,138,0.47166,269,1.59295,24,-2.2259
ENSG00000155506,LARP1,248,-0.4454,926,1.81439,272,-0.3022,351,0.13281,202,-0.8363,226,-0.5897,163,-1.0881
ENSG00000055163,CYFIP2,248,1.13436,473,2.41956,51,-1.4031,79,-0.8929,114,-0.1854,13,-3.3452,15,-3.1676
ENSG00000164330,EBF1,248,1.62504,93,-0.0745,0,-7.0174,91,-0.1382,46,-1.2356,264,1.74618,0,-7.3670
ENSG00000145860,RNF145,248,0.99800,191,0.54741,160,0.25526,115,-0.3370,110,-0.3792,124,-0.1546,77,-0.8973
ENSG00000113312,TTC1,248,1.17700,247,1.16552,96,-0.3983,84,-0.7400,76,-0.8271,153,0.34369,87,-0.5471
ENSG00000164609,SLU7,248,0.08737,367,0.73525,154,-0.6631,329,0.75051,183,-0.4346,106,-1.2337,123,-1.0008
ENSG00000022355,GABRA1,248,1.64752,165,0.89782,25,-2.0250,59,-0.9199,172,1.15335,0,-6.8351,0,-7.3506
ENSG00000113327,GABRG2,248,1.49094,352,2.19221,0,-7.1132,74,-0.6671,108,0.07168,0,-6.9528,3,-5.2357
ENSG00000113645,WWC1,248,0.99090,9,-4.0570,36,-2.0335,122,-0.2296,320,1.80669,41,-1.8365,29,-2.3264
ENSG00000188573,FBLL1,248,1.90422,321,2.45843,63,-0.4598,25,-2.1017,67,-0.3954,0,-6.6490,0,-7.1645
ENSG00000181163,NPM1,248,0.50331,146,-0.3464,95,-1.0179,79,-1.5252,287,0.87228,292,0.77742,234,0.40192
ENSG00000120129,DUSP1,248,-0.9634,19,-4.6941,59,-3.0802,48,-3.7285,195,-1.4312,3728,5.23961,23,-4.4445
ENSG00000113732,ATP6V0E1,248,0.90092,132,-0.1404,15,-3.3972,49,-1.9074,127,-0.2200,468,2.10699,178,0.33890
ENSG00000164463,CREBRF,248,1.92182,149,0.95958,71,-0.2546,80,-0.0803,59,-0.6130,9,-3.3024,0,-7.1521
ENSG00000113742,CPEB4,248,1.00612,167,0.33719,80,-0.8166,162,0.37848,118,-0.2538,24,-2.5925,117,-0.2414
ENSG00000170091,NSG2,248,1.08524,510,2.53095,87,-0.6270,72,-1.1089,119,-0.1515,0,-7.2721,1,-7.0257
ENSG00000164466,SFXN1,248,1.93223,94,0.19368,69,-0.2926,51,-0.9108,122,0.72443,13,-2.7266,9,-3.2120
ENSG00000145920,CPLX2,248,0.81652,642,2.71836,101,-0.6388,138,-0.1840,43,-2.0398,2,-6.2448,22,-2.8999
ENSG00000122203,KIAA1191,248,1.42579,195,0.98496,87,-0.3309,75,-0.6935,123,0.24350,76,-0.5573,0,-7.5184
ENSG00000146066,HIGD2A,248,1.34077,23,-2.3950,51,-1.2196,56,-1.2821,169,0.77681,128,0.19776,171,0.68344
ENSG00000175416,CLTB,248,0.35838,771,2.50381,257,0.41660,83,-1.5801,108,-1.0406,100,-1.0616,150,-0.4478
ENSG00000074317,SNCB,248,0.92947,528,2.40615,36,-2.0853,97,-0.7353,126,-0.2077,34,-2.1468,31,-2.3029
ENSG00000169230,PRELID1,248,1.81810,100,0.21030,70,-0.3694,47,-1.1622,86,-0.0469,73,-0.3018,77,-0.2188
ENSG00000113758,DBN1,248,2.06333,140,0.97083,19,-2.1370,53,-0.7328,56,-0.5708,96,0.33437,5,-3.8842
ENSG00000184840,TMED9,248,1.20551,155,0.38935,99,-0.3255,34,-2.2054,142,0.28619,227,1.04375,100,-0.3051
ENSG00000145912,NHP2,248,1.15192,110,-0.2117,86,-0.5805,57,-1.4328,209,1.00032,1,-6.4864,218,0.91943
ENSG00000169045,HNRNPH1,248,1.30917,39,-1.6599,47,-1.3751,51,-1.4559,160,0.63021,208,0.99200,131,0.21118
ENSG00000127022,CANX,248,-1.3466,998,0.86136,171,-1.9057,441,-0.5799,1174,1.38522,569,-0.0693,283,-1.1479
ENSG00000161011,SQSTM1,248,0.10194,213,-0.1457,80,-1.6316,102,-1.5063,391,1.01186,441,1.06998,262,0.18543
ENSG00000113269,RNF130,248,0.98391,113,-0.3090,72,-1.0052,22,-3.0824,133,-0.0594,158,0.22383,453,2.13889
ENSG00000050748,MAPK9,248,1.77432,172,1.08539,44,-1.0937,37,-1.5876,101,0.21856,69,-0.4236,52,-0.8602
ENSG00000146063,TRIM41,248,1.72247,101,0.15244,83,-0.1671,55,-0.9734,80,-0.2580,47,-1.0486,119,0.41075
ENSG00000204628,RACK1,248,-1.2137,307,-0.8920,204,-1.5088,224,-1.5993,687,0.43589,1972,2.35428,660,0.31287
ENSG00000124570,SERPINB6,248,0.74126,47,-1.8620,40,-2.1030,78,-1.3110,183,0.25976,517,2.12023,135,-0.2563
ENSG00000137267,TUBB2A,248,-0.2969,1296,2.77620,224,-0.4553,151,-1.2677,221,-0.5288,77,-2.0698,256,-0.2520
